cid,present_locally,pinned,note
QmTq2JfqC4sM94bRuAZKPFmt9tzXMf8BjKN31q3aaUYMA9,yes,yes,
QmTq3xyBhqEgXkhS7jVbQVkfMvCtsRPp3ZiZajp3QPA8Mi,yes,yes,
QmTq5Hcmj6cBukqx47YvtP2oXfAeNonzaFwTnCroyjEta9,yes,yes,
QmTq5K9idnQtqFiAuEiHoNzcbEWGBXHUHNcPU2w67GMpgr,yes,yes,
QmTq6f1SGUCyBGeSqkyHBEnEAhrnidH3RtkhtpxvqggSae,yes,yes,
QmTq88vrAorErrhLvNMGmXYHWdUm6vuYgorNkCJu6wHazK,yes,yes,
QmTqAfohMoSvJUQJikNnJnGQBwxvjxEiNmqNCrggUkHtmb,yes,yes,
QmTqB6Da5ERg5YAbn5sqkCqgeiRVx5KWqFQ2te93yUPgGQ,yes,yes,
QmTqBZ99YsiyiAsPB3J4M2UjZbGoAwGPCpcuG2WfEarUpu,yes,yes,
QmTqC74ef5TrwTNRnhyAQuXZBXH7X3nHA2wuPWojDomGMR,yes,yes,
QmTqDUC4Vue7VXF7bko9PJUZoVK1cCFfnVVpm1dbckB8qL,yes,yes,
QmTqEcDECNrawExqDz75rKBZkM94HEos3zeZ3T1JaCcjKC,yes,yes,
QmTqEyZnwreEeH7egvD1VubJL2KJYbVGCi1iu11KLFwSNy,yes,yes,
QmTqEztHi1iUHVDRkPkUmLktTJaG6652G7CE3ZSGr7tz3T,yes,yes,
QmTqF7tf6khaMpWGo6sy8srb7MT1sMrH9cjeuSicM7xAqF,yes,yes,
QmTqJ21DJBkM4vpLRxbfVyC7v9tTH6RyfyH1L5kBFnVuCy,yes,yes,
QmTqJ4Hu8Tev4N2c9WBxTAHsafY4WQBf2S5uQP9sKx6cgz,yes,yes,
QmTqJEbRq5Hn3eELrwhbXpBYZQNZUd5u86mQonoKFg2Dpv,yes,yes,
QmTqJooDPHwpKZQ7N93KP74P2g4koDrQLXezhSsJ5e3iAe,yes,yes,
QmTqLKjsF9D189WG1jxb8LWwcQDyVhRGt2wGk8uRsRKzb5,yes,yes,
QmTqRK82fFjfk1xmggM5bvTy4iF3b3uiAJH1Tx1sE91bUc,yes,yes,
QmTqSspEmrC8uyfLqebQjr5w2LXtkWiNera9oyHSkXwQYa,yes,yes,
QmTqT4UrCVAhXT1JtB8Fh7MJhQWZy4SdwYmjhD3C1CX6zc,yes,yes,
QmTqU3GvbqV3e684KHkTshxC23fZMoSPWJ5TYpPcg8Ro8m,yes,yes,
QmTqUFCQzhjcGgDdQi4b6TwDTGcFGmZMFe3mHvL88Tcgwt,yes,yes,
QmTqWZpz8Qpu2jAcSAg3952pyPwC8RL3eBXop5XEfKnZHY,yes,yes,
QmTqWf4aYJYvFPfDjUW2GzXnvLyPczp62H5B5HA9gJQ2gU,yes,yes,
QmTqWvvWWaeCUBxYRxcyc6GB584we8BqixVEpxGTCFT3Bf,yes,yes,
QmTqXWdwqFBJGQCAuFYEV84iuNwDh3DN4ii6HnqwdhaZRc,yes,yes,
QmTqXnmzrz47qjWTT95g6wAbaUtfBWjKqQrznr2j6Kj5Ud,yes,yes,
QmTqYKXajbrecBGCz8juRdug7BxJ4WZJKLKtTJQcMt63qp,yes,yes,
QmTqYMiYZaFPCPX8kfZjaw4wTMHNCsDbHnpTpgvsk7vryy,yes,yes,
QmTqZs2QskPiwYu9oD4FecwugDntSoQ6pX7Yio9cgDDTUP,yes,yes,
QmTqaRFEGvhCRu6qoiVLMYgsPMi1BSYAaeEpzRku6AFsmW,yes,yes,
QmTqcBrtLcp2fAEyJzXjUDHgjCb1XVvG3UCSyaYJ1AyeEu,yes,yes,
QmTqcfnD9wo2ta6qyMaDvpUeF7AfuP2VK7NuiHBth3kp8T,yes,yes,
QmTqcnWxTySNGRAjMhYekR3ByYkrXpNGj8KgkiNVZCgw8v,yes,yes,
QmTqdDMMSAnj99sZZUXehVveHHxijjQhUZ4LgX9tzq1Hih,yes,yes,
QmTqh8FcQGVrZRfVeT59GhScYAK4vgvCThdggwaKC1KMmv,yes,yes,
QmTqjegEaxDK9f5JFwnNmvk7E5h3wCSK6WWJ8K1A7uzxXD,yes,yes,
QmTqkE9scndmviQ7DF3ysH6wrikr63o85m7UDGZshWDM2Y,yes,yes,
QmTqmZEootSLYeWWc9TsCYHeiQJzhSfHjP83EqnX7g4TFC,yes,already,
QmTqmrnAfFKaH43q7KQo3WcGvr8tJrAHEggyFiM9wZximP,yes,yes,
QmTqnQN9h7dPvVaKrWgacdS9hs7qpddSk5kkm5AereA9qP,yes,yes,
QmTqpJkB9GyJ1RCWk32i4JkstkAc4a6LcpToQYcueEYjhX,yes,yes,
QmTqpUYs2vhrzV48XbLtkx5fD3zSNvaCbG2xNWpJhjrtd8,yes,yes,
QmTqr57sjo8fHNBBPR9nVSojHahSuG33FqNuq7EknxnH6W,yes,yes,
QmTqrFfa2rZiiZbR36qdH5U3htQWxbSNy6ZtwhAGfvjoKQ,yes,yes,
QmTqrGNo3rha3nQcU1NeSzqYzv2RS9sXxakbP1Vb8NpE24,yes,yes,
QmTqskCSufBakddJe4Pa4LP68T1V7nFmcNffUwsdFGHpMz,yes,yes,
QmTqtbVqQfcFfUzeqh54UrGzYC9A2E6VFBn58ibham8Fs1,yes,yes,
QmTqtg1uEGtuMs4tyoDyGvuVYiRwvrRBwoHqKvbaBPjwN4,yes,yes,
QmTquZLUuS2gipuUMCeC1d181n7pFabtQsqKMACwjnxAZz,yes,yes,
QmTqw2vhTgJ92F5sE5HR2ZprGQuWo3Sf9L8jLFxXmpC3fH,yes,yes,
QmTqwMBp5Myct43W2iYLGew287Mk94EKDeexq2L137BcPX,yes,yes,
QmTqwpuLLzK1LDu3Ahhraik4MZPTq3AcLMQAKc8pPV8vCr,yes,yes,
QmTr2EkJUqdShfWsdTEYZ5RyB9D2YrENVSiT5nH6C1j49B,yes,yes,
QmTr4VKt9kZ4eujtYF6d9yR8CBSW1AGjDLWjDeQ6awaEQi,yes,yes,
QmTr5MWDdfi6B72J7phBCeV26euUcu5c3HchwXq5HUBCRS,yes,yes,
QmTr64zyhZT5doxGtbcBRrNkAZhXfNZJutYSaPER4rSbQd,yes,yes,
QmTr6EhM1VXNyJuKLznj5ohd3DsyZDWm3gDJCP6pRFBHdN,yes,yes,
QmTr8HA5xBnknfjb1aF5Mb99nJNHHM53DAmKhLNW3oa35j,yes,yes,
QmTr8zvrptMwHyZyKGahP61UCvQGSYefBa7Ja3fJ8Ddjed,yes,yes,
QmTr9jY2XtB2y1fL5vd8ygCdGaVAE41XnmZ2QzSTYuW1YM,yes,yes,
QmTrA51J86QAraX9JC3mXQhz8P7vgaTecHttBuDbvK2fps,yes,yes,
QmTrBFU83BmnSQHBqk7jeeDJQFZ9D3x1UhpDaCrQVcKrkd,yes,yes,
QmTrBgY9NqBTRAyaRnupHTw6dYAQVu5Jy7NA6hxACyeXry,yes,yes,
QmTrBhXUy6dmfZyvw7LrXzwvGXeeTpYU198LpdpnAgwvCr,yes,yes,
QmTrBjV6UTneQdLdh934eVL78rNNCMCmjb5r7T7otZbcv9,yes,yes,
QmTrD1HU3shNsGuo8wQuApoZwKGhQjemG5Hr8AQA5Surfe,yes,yes,
QmTrET3kJY1iPeqqH1xrrHbysH8tpgYr2exKzXeMQtfBX5,yes,yes,
QmTrFLS3q45EapCpmYN1UkuTjG8VivWmnLd8yXBzftWRUK,yes,yes,
QmTrH1r6sc6zGZQpMnepy7yL4SQ6dKDLpbw2xTeJCCxVCv,yes,yes,
QmTrH47cQvehGXgrMy5dDVkUdHN4MSaiXXY41y4ck6eF1p,yes,yes,
QmTrK9md8M9t9y7bkC2F7peLEACcXPTdV5in1prKe5vvrp,yes,yes,
QmTrLiLJ9zhBtty2noyqnUA31gt87QoyFMoWR6MxJdGB4v,yes,yes,
QmTrLxY4ix6kefobgSGHHeRijyNUCwrXBBEnWvbXCBf2iG,yes,yes,
QmTrM4Nb2D2F3EByFeyBDq3Q7KYcZoXaQtWwfLxYgx2Yzn,yes,yes,
QmTrMCvj4v6FCeH4PAgxxHbLHfza5PxqvXecnX7XmQmGKF,yes,yes,
QmTrMLknAtXejXmTrdfXg4FT78U6x1Kz5u1LLz8fXzrGEs,yes,yes,
QmTrMTNnUFcCzvagJSJxW6nt7Kif1qu33f5QZZUnyJC3Zt,yes,yes,
QmTrN1xuGCn61XH8qjg6idHpiTWdFzRfBoDX6CjUf6QnKi,yes,yes,
QmTrQCsAU9D9dzSubt2N7r1SyMNFbv3Mu1SGUVrYPYu7z4,yes,yes,
QmTrS3Pp3nDFRc4qFC6io3S78bCyDFgWBGCNkkNcKDnQdD,yes,already,
QmTrT95ssmejCBXTm7rUYUhxrzioYrnCTKVqkcAp5GTCBT,yes,yes,
QmTrTNNoUz7zeJGMVbmRbgcE31pS2HKuCVJ3koiM5R3MEf,yes,yes,
QmTrUorqwoDMuKQJWDTtwe3NZfCQVKb7GJxcgxMhtJg8bF,yes,yes,
QmTrWBpHBQzaNzYPZcPdh1dGopWojNF2Q2jHF5RUeSETxU,yes,yes,
QmTrYH1EpMn9VMz7uU5fjZt7L5jfAZfdxrvZktqvw1vpzn,yes,yes,
QmTrYRg56S4re15bL5xjfXyqbWFDvN92KkyfmvySrRnzh6,yes,yes,
QmTrZ4wbs3VK6U2JNbjcKqBVPMKJ8FiQw4nPD822sxuG7q,yes,yes,
QmTrZFAZiumBdsdUJxhcScD6LM1aKWS1FrJUFcxTmdATUv,yes,yes,
QmTrZfkNmn2g1VAozmcq6qbTshBbF24Mmf2HVyHPBZj2W5,yes,yes,
QmTra1pAATjDfyxMFucWqYStWgTfqSz8QQ859p77b6RKT5,yes,yes,
QmTrahwYnqjUQTHs91cLsNdECDZdfHnYJ7DUELWDRG7PgR,yes,yes,
QmTrarWVmu8SRkgSApEFdKg81x6mRqBtA2Bwx2D5P4rYbz,yes,yes,
QmTrb6TxstvDvhTCXcYpfTPG4S7jiYz1uZbJ5Vtp8p9p8D,yes,yes,
QmTrbGcjkUL6kgjrQTEFCe78YwEGHLYVm6kA8sv4x7YvwJ,yes,yes,
QmTrbKFphpoW1QfDfCJ5spUZZJs7ygync1tXjofTwEvmM3,yes,yes,
QmTrbiKeFbiLQ18QCupn32CXtvAKuHFfBASk8xmfwMBPHM,yes,already,
QmTrcaA28dwHBjR7wjfUq6oicjEovCsAK6ba2W9h45nCR7,yes,yes,
QmTrdXwkJWa8zDDktxmjNYgH5AkfVHFfQRRY19wvcZvvfL,yes,yes,
QmTreZ8mA9bGFXL8qL461YUm4xQxSdcWsruV6EwwCo1rRJ,yes,yes,
QmTreaYZJRUyRjAqQG9ZZjysBBGYUEySTLQbQfRVeVLS2B,yes,yes,
QmTreyJ6t8iFB61G8kJrMnbrPjN1JNQQEMoZBXjJi1zQU5,yes,yes,
QmTrf5A2BSy2aUG1z5gGzqtsWg2TnhVA3yWYCXoDeEEjSF,yes,yes,
QmTrfYU2eCHxgk57BdZUxWbEZboWZz5fuCKkudV3s3ts8J,yes,yes,
QmTriJN8AZcKzKB1EyWbMpjCN8z5ceVFvPVMJYwmXwBckG,yes,yes,
QmTriYn5xA8tbfq3GotCECxMy3XtjZiWLmwjgKxmYdA1MX,yes,yes,
QmTrjkVGoSrw4QSYYpDvp54bCJdxx4pM2RM2TQvz7KEw9G,yes,yes,
QmTrkWLJxpncaHUDESbmQFX5FYvB5y2gp8tfNFWnKe8jRQ,yes,yes,
QmTrmhhdmvC48LLnACoyrMh8uFFMbMRiBMFKMagHdSFqQb,yes,yes,
QmTrmtTy3c4Vnq9jkAXFAGTC9VCQcYA3GxnUAiU1TqFeHh,yes,yes,
QmTrnzXqDN69o2W24C1dqU7D8LDe5efFLoRqM6TMUBGJpd,yes,yes,
QmTrp2gD2UTzZekV86C3vZKxMhyzr9c7RaFiEGUGK3HGSj,yes,yes,
QmTrp5DFYaxc5oZLfyGEEZoayLhGu2Q5G7EnzsJePmbR3i,yes,yes,
QmTrqfgg67LWK5266Tgr7BqPQABctVtLEEjvd9WdSCCPuU,yes,yes,
QmTrrJq7m53koQWmUTKcJpsmjk9ShStBNrjATcDrC8kJy1,yes,yes,
QmTrrugjarAq1uDfo6RXrfUiLvzrwaa1a9SxXeRMjWo1Qg,yes,yes,
QmTrsxEMKsv9snwGBgVLDvegikD9iZAXDZ93V7ALMsWRtn,yes,yes,
QmTrtEpkyVoUQZUMHPFLgM7fnH1QvPRFjhgUhKkcftmwXB,yes,yes,
QmTrtGcGxU9h5Qm1kZWS9QhFEpM9tfLkpqNPYX3aNonHDu,yes,yes,
QmTrvPJcJACHpmAqzmuvTb4qsTem1asq7hUy6GybBNE6Pq,yes,yes,
QmTrvWTuj51bbnndLxcpkWWZZkRiSzuArJvNaUE6M9rdJF,yes,yes,
QmTrwxcM9T6uE9VQJPLo9Jz9SiJhPqopxstMBKaCVjKKB9,yes,yes,
QmTrx2GiNtTGubV3XbhXd1PuP49yjy4Y7Kng66ad9yEr7h,yes,yes,
QmTryTbuSrDSFRBJLYGHUob7KvwdNJ5fya9Lk2G9fLa29S,yes,yes,
QmTrynEYTTmKRhxKipgMFv2j6hXezLoyj3kGn552e7tANz,yes,yes,
QmTs1X91fd2qJgkimHVVoe6jVhWeoGwLBbSFpwUtj7k4hU,yes,yes,
QmTs1rz9DsGH3aE1KKL39q21VCPLqvd6ccXur5kQd96kZo,yes,yes,
QmTs268o7J9vmGmX3yt8Xco22PJBkUhziojXH4CUi2Znww,yes,yes,
QmTs2WtxSgapLChphoGeN1PzJJemu5yKViiQgbLWZQAzPM,yes,yes,
QmTs3NXjW19rxGyUAdPaBi9UQXRHPGRRKNj3peBgniJK96,yes,yes,
QmTs44Uwm7PCCzq5Jr87jW6t5mBxSp3CgapXYhquDt2SwP,yes,yes,
QmTs4E47yMA3Dqbv43Gip5VnAnhDGQeSKVdqr6u7uXbgbN,yes,yes,
QmTs4nihSUpj4jG9mvGnUdjxK7SrmVzeBbqdkaBaCYCPVi,yes,yes,
QmTs54Xja87Uj5Hthvxu5gF4BKG8jToYtjmM3RdRoh3kBm,yes,yes,
QmTs5VLwsmUEqnn5dGH4a1hHG6z66KYvnpnrD28Bd2CGxB,yes,yes,
QmTs5VWPTsAeUhn4Fo2Nf1TSQU3WQ92pt8MZ6sUJ1LuMzK,yes,yes,
QmTs6T6MUu367bm5tAqGNX8mvjy5MLxxjGW59FoJAn9AUe,yes,yes,
QmTs7bL8DxND7FmPDaxoG4JcrSToMy1cHVQhMdKJ3urCej,yes,yes,
QmTs8M5g37U8wM2qCCCZF3zgmPaYCfSgg6TKB9sZWn6XDB,yes,yes,
QmTsA4hGcXZSwWUj4fXi6zcDucfaLs6czQCwj3YHUG7WC4,yes,yes,
QmTsBHW5zHpUutbvhsjLrnsMXTrYSZvDNZH19ra72w6Pbo,yes,yes,
QmTsETAYLRJHUhDaG2x1b3VR9swRcFq5cfxXguTG5r8PgK,yes,yes,
QmTsFyH11HKfE5RsUjbSgoD3JzHqocUzSiNfyX2ofY6NAx,yes,yes,
QmTsHtXVd7QWsAyKsRkpShaK4gFRWHyL4FEKLGDJjctTCd,yes,yes,
QmTsJ6ABj2Pqj6N88FPNy4khp8xnCttQqoR1ufv2khGzLC,yes,yes,
QmTsK9eo2H3yY9msMP5SPWxhJmeadTU1jmUkZYwCJqsEaN,yes,yes,
QmTsLE1eZ3J42GmfpLcyX6gQMKSdWCWpPBNGL89vfEzH4r,yes,yes,
QmTsLLEjeTn2uBfU5u1p1PYNspjFLsdDbvMBDx6KNUGVKo,yes,yes,
QmTsNtW5ReGqDv4aDBvnQoGz4qwxcJ6iXH93LsAXcL6fEW,yes,yes,
QmTsPRLomsBSAXNZyYS95FwGkxQ6zh6kzwvQ3zpdXpjtnG,yes,yes,
QmTsQ18bX1NZyBBENrdWxAoQ3H7hbHTUBiqFrRb1wYLGe9,yes,yes,
QmTsQPcv6TcfvNSdURDpxRqE3YwLtbw1Rz5vXUUXCBb13g,yes,yes,
QmTsTkP8iQkx8MbQV1XoEHTWrqzCxEgD4ov1jqzhEqbzNg,yes,yes,
QmTsVSYka7QZpCpJabF6TyLNW5JfsmBDvEfpSyQHATer3i,yes,yes,
QmTsWpMXLTYMvXmkCd47Dbbhp3oHUpYh7yTtx7eUHML3Vr,yes,yes,
QmTsZ1xAJqoSsFwXVfNfWDy8qX82GBpZ2P7dqrNC2oajJz,yes,yes,
QmTsZUEY3RK5YCMRHjtJUMQnR6MEdS1iDihYe3HanBotBS,yes,yes,
QmTsaSDLWpfMmjdNrTgpFPxLs5YTuBovEu9YkWS95bFwJK,yes,yes,
QmTsbnLLnSBuTRyPSoGKGr2ao6MkDPgdqUpSjo3qZhYyrN,yes,yes,
QmTsdgdhtzGEpk7TSsBQn2HBLg9ga3Bv8Nm6FZw8xhm2LB,yes,yes,
QmTsfrDg4moJfSgG34LHiXauXb7iRnQzRWaunwDYiMY6zu,yes,yes,
QmTsgbrJU5AfnbiNQjewwEJTmEKEHDCP8cGG85N9uMQWqV,yes,yes,
QmTsgqxXJjpzCF1JMa2QvSPTmZztSg9HSmaqgtCqzXwwdv,yes,yes,
QmTsgtJ3FAUodjU4xWQFr28gBprMnZza6QYDAKPRGp7rSt,yes,yes,
QmTsi3YaUghyPZctXfMEZp3HDtcGCWiBpzXycUAPxqBDJc,yes,yes,
QmTsigCbAFoNX2C8grMEANy1bRTGwYm6HQuyTY7J1h7LNY,yes,yes,
QmTsin4y91gsoaXEPJq8UA9Cmz4ALdPfCoYTzNnUiDCarQ,yes,yes,
QmTsjGDWptBeK8NNqeQRdDDi3HkiQNJtvE5y58Aja7Z9RN,yes,yes,
QmTsjXmt4XguCaPQuBR3CtqxpiBD8omfpFzQwKsFXWRErw,yes,yes,
QmTsn7ktUa1MiXwS5CV5g4m9LQiRXywKj356jVwWEFW2h2,yes,yes,
QmTso3MPRajNnUUdoKEHYLXSmaMFeZnrJZK4Db85wKgLZp,yes,yes,
QmTsodxh3oWzHyzfc8BHyT38PvSXVEjXdanPt1saMvsga8,yes,yes,
QmTsq2nF1TnatNEwJ4C6XJ6Jih6PoL4v8BZTx8mSAhpP5w,yes,yes,
QmTsqWE49Rymt5CbPLhJEstJGDESBZGNovjznPQ5wwFWgy,yes,yes,
QmTsqaepH3o87Ym4t5Ekwa5VfMG7nGfaK3hP4dqKz2hvzJ,yes,yes,
QmTsrFXuSfLEjbMYrjuVym2Mi4eo4tjG6aCnVzksiDHW5N,yes,yes,
QmTsrS2x7CsKUqBPxm24q6vdL9tiKRxqrAtjCnXPFu5NgN,yes,yes,
QmTssNfx6R39XNHESz9kbPwxG21yYzf5DykFUYtJuWYXyi,yes,yes,
QmTssWGWUJGAMiVXGHJHdSB3swYFv8qikjVmsvoUseTJAN,yes,yes,
QmTstGvtVZ64UWZSG7g2pyMAbhi22oCfZDz4dbWSf328A1,yes,yes,
QmTsuLNKWQ2aQSkyUcfGsVrHW6yiTcxdhyqzXg1r16kxwY,yes,yes,
QmTsv4vsqFqzQ9ujZPhMGG57EZ2gJGDPCFbMKXtCDT5tQ4,yes,yes,
QmTsxMLLJEj2aJHXnyzBpPxDi3BAun3Gdw8AYo6vj2W9Jk,yes,yes,
QmTsxVvQfgtzMfefo64zQqTmroawgK8W6QYYp1QqSFFo1d,yes,yes,
QmTsxcaPQajpxTJXXMP1suLy22BnQANqWX671qpZsPXcSE,yes,yes,
QmTsxfHosW5rc4g4Qu8yRsshMBsAwLzYQPij9sL5N7cLRo,yes,yes,
QmTsxoLwHQnCZgD7FGYWjqnXtTUk5euPVDp48DSLiMmabt,yes,yes,
QmTsyRoSwvkFNPonas6qFqLxaodgG3voxxHK5yj13wXfUE,yes,yes,
QmTsyZmtByZPHtyc4MswG1o5HHMsgD7ECBw21qEwooawU5,yes,yes,
QmTt1SL3vqmEZVhaXdJaL8ZbEdGqasPSYFRBPVGBPHo8Zv,yes,yes,
QmTt1WRK7AsWwr98LUSgDwUKwfQkZdUWv7T2WEysMKcswY,yes,yes,
QmTt3JSkF3MJmHvwYeXXEX7dLwNPmRd5hr1dGpyXWiFEzG,yes,yes,
QmTt3y6twjmVZvusLBGS1gRThmQL4WRMNzVuo9vYxh5hRA,yes,yes,
QmTt4cML3mpzCAzRPsMMXVeBdgzPmSpSbgRKQsTpMWFRpu,yes,yes,
QmTt4rjpiessypRNk65RD9ihPyPGZeByMA1kUH9K9uXd57,yes,yes,
QmTt5Zyd1BYteuheVU5KegxCBE1mQrAdFA7M2Ftd1H2WhE,yes,yes,
QmTt5wbLGPTPDuiZhT9W6BbT8k2ennnJo9pVEMCgiJw9ic,yes,yes,
QmTt6bzimd1VTsJe6xc7D2RfDspivXNjWWAZn1fsU4S1T8,yes,yes,
QmTt8c8tbg7TGAsobvSvvpXykxkPkkVMYPgVUF4mFzcZdK,yes,yes,
QmTt8jm9VrEPuGmHF4t1LpqrRVKecLBRnMwxRo6gFUsZET,yes,yes,
QmTt9R4sk2zFNP8DryM4QeFfKxQwpf99uA21ZVCVbQh1xU,yes,yes,
QmTtACaYEP8vFSeRNz7picT8gDpmoMu5jfdofDxpKDjhfn,yes,yes,
QmTtAWrfiKftocGbkBiipUtYLvcrN6zJkK8u253DUSB4L6,yes,yes,
QmTtAtdp57RGtjYh4PeuJkCCiDkRKFyRfNMdDWxCpTpQu7,yes,yes,
QmTtAvTSutUowVL6tLG7hBmjWdwMVCS61gbhsrUFBAfSoZ,yes,yes,
QmTtBVZDYmhrSmfuJ79dfXbvvsyHEpzKb1Dn133sBxuKPf,yes,yes,
QmTtBdwjtqMcxZKYAFSLrTaDPEjVuCoiZUW97XsU6PFHZX,yes,yes,
QmTtCKzxGX1D61UYuwsS5tnboQgFWNz9ZhCdLnFw1QHfxe,yes,yes,
QmTtCQX6bsmbQVyux7Zq6WoTgYD4EcMiuyPJKEba6Wa9r5,yes,yes,
QmTtDeJBajcBtGMNztLT3AkCxZ5K2h1f4jvuNqrgyMGwWx,yes,yes,
QmTtEeQU7LAruCDhp1YWaTfmviDizsQpotZTgsP2u7kkjs,yes,yes,
QmTtHbAz71nUNJc17ACGonxqZrQdeZLJ2krmWDW2YVR62t,yes,yes,
QmTtJbkbUtAgUji9hNmib5gENQuJVBbR6utPt34XhderUh,yes,yes,
QmTtKUFDu7Pf9QG4VSXZv442otb9gSj82YBVnHpqrCHD6U,yes,yes,
QmTtL1FsuBcfUNaFBsFDdw4oN3AYfzognCAD3XQo9yGiyg,yes,yes,
QmTtLmUuCkyozWQjnPw3C97Eri71SUMN6XQWyAzcWZpc7M,yes,yes,
QmTtM9Uc4BaQa4QyiZxhKw7LLf1qFVFhxL7cfTWbJRPfXB,yes,yes,
QmTtMGwX6kJpDAF1Jz91YfZjf7PqBfw8S5FDEp6KM7Ne9M,yes,yes,
QmTtMby3izfMdXfDkUWqziZRpgjH5SLahy1Lj7vSzgCmwm,yes,yes,
QmTtNNrMhUWyazBH1ZoybGJ4wPbcGQacF4tkMUG6CbovSn,yes,yes,
QmTtNnepHP4CUmpEuWYAnPmBorgKjsv3h8uqA4sXekjNy8,yes,yes,
QmTtNtmrknnP9g2aZTnzeBFxixxhdPSVddfGhaSbooq2xJ,yes,yes,
QmTtQALYGHce5j735F6Kg1cgZdsrYeLemTMrXdubSP85U8,yes,yes,
QmTtQdwBqG9Xr23k2dvQEkpXsUd3XK2KpEMJs7ydk3akoN,yes,yes,
QmTtR1hLB4SctxNvqQp4vYKV9MVXDZjZadXTjv7ymVbUUJ,yes,yes,
QmTtRQq1nDPX7c3uhKumDUYUVWCgXhdpTmJpwmbpMqAErg,yes,yes,
QmTtRpRzbdsEpAQz7eZGygecnkWAaAR7UjxE5RZfLhgnpH,yes,yes,
QmTtSvjVWCY4waMTK2XWcQKhJB6safZTdqv4g6ucAubbc5,yes,yes,
QmTtUcfEG6DzAhTFWyAUjqWkhS9bMHoeBCnFfFrXyLT64r,yes,yes,
QmTtVX4vvWRGiU6enwTd4nTTDrrfDmPJmB9DEbYziF7V5S,yes,yes,
QmTtVhsk5b46AKcHKdR4PbDvWLDp3ER9FXTvfBBTn5bfTP,yes,yes,
QmTtWSDRHvjGtymjodYZ2DgK4UbP8JgHbWykvheF5PiEio,yes,yes,
QmTtWZHtGviMKhpYXtVyn7LTJRKPYLkGemWSjimQJiLDsE,yes,yes,
QmTtWrWKUDeqjuJn9ScHHqzUaDB4Vha6pSTxM6jXDwDobk,yes,yes,
QmTtWvuSLNubQDmv4B1KEWEJ9Hn7aSRLnqK2eM8aHw7HcN,yes,yes,
QmTtWzA7HkmXqBcjCkStdo6NZNGfnDh1o8g4WWEUkbZZt7,yes,yes,
QmTtXpjuFyTYa51FxFgUMnzfJN49DGwP4UXGBjBFxJjzLq,yes,yes,
QmTtYFPvFKRoTCtUNuFd1uKM2ytvQ1SEPcHwWGB9hrEdL2,yes,yes,
QmTtYLobC32DHZtzsWLnFibL4ofPbwrxJHSX6jXKB3ahUx,yes,yes,
QmTtYSCgM2gdWXFQf2QV3LmG8T5BKuy99YaQzZwiEChjwD,yes,yes,
QmTtYmv76Mg6ZzsJb8caV2J1XyQKjdYdN8pGxgXFnV4455,yes,yes,
QmTtYr3PNsxuGHP2S8nrGkPG1J6Egt9T2YQBdpVKDrGaVK,yes,yes,
QmTtZK1CAse3vim9ntAMb1itJo9WkMLnaKYXVfZaVX1Hew,yes,yes,
QmTtZe9CLeVxPfwCuWh5Acze7TvucbvWPn4aW87bD2Jkk8,yes,yes,
QmTtarfKd8GHxXDTo1ziBD7RvVQ2hPrRrteqtjVJBYZxLa,yes,yes,
QmTtaxxe64YQWfonS7cvVYfVXJSBLjCktuGpNTbAA5Sh2u,yes,yes,
QmTtbfqke62VZm9gGoQ84WicZi5GSnH6kppA83j1YnP6AH,yes,yes,
QmTtcQqQWN4NXmSXkC7UwkJ44fzdqrLxGwdddbqYT8xUmz,yes,yes,
QmTtck33PDvJWqaCUhuzbvYnwPgtsg9aDF5pVPb7Rb1mUT,yes,yes,
QmTtdgZYwrxRVSEkTshGibJxt8CMv2iwU5oaKkRMscE6Nm,yes,yes,
QmTtdyHkyqCmdK5W5rDg5TrxhRhWgune7KjktBEfAGaj4k,yes,yes,
QmTte6ZdXfKrjUC3psiPtBPqkVgGSrMPUavjHsjrfm2uPS,yes,yes,
QmTteBjwCVe4UsTR56eKUsfNBNMrRJ62Coe45MyYUjnXHK,yes,yes,
QmTtfV84T9sE2jLQuCyWUuS3qG4qBoSA1U9cM5dajGNevw,yes,yes,
QmTtffaMsDqyvHoSV8SKVqQ1VvWf3aMr17XAeTCKikx6nX,yes,yes,
QmTtgDaRfcbE4m7q8zT6eRicUoqG3uRiC5R1um4pnHrhMV,yes,yes,
QmTtgdbZbbMGz47PinNE5tNK1evKDATMCW4ezDCaS5UokG,yes,yes,
QmTthMusVuyzqtmgRk2iiYXejB1g4oC7HzaQAsqDZq6GBx,yes,yes,
QmTtiaKYzM4HfMGmNm5dyqDGGZGqv7nTt1j4YMhPuvmhNH,yes,yes,
QmTtjP5YLvKyDU2uYpMT9YtKwwNCEdvPxEsnApB9rCYdmp,yes,yes,
QmTtjuB1hXxHmkzPXi6xn3cUmcUiFFvtSyH9Vks4gx8QCh,yes,yes,
QmTtmRHMRg3vpMttfCUxr81KbdJiN7hYJTxXzeLnMFfvf8,yes,yes,
QmTtmhmJG94Wgcg8qjLRneMvEr66PWTVBy97oemgCMBkDm,yes,yes,
QmTtnaY8g8rwJBAczCovxn2AyNTECGmQ1HHKbnj9XxafXp,yes,yes,
QmTtnfJAVQtFUooaw1oGsAfTG9gxqdGmm1tE5te23QJmx1,yes,yes,
QmTtovZ2LwFVBRfdLthu16xzTTmLG4xLdeJ39waRgigaQ2,yes,yes,
