"contract","exhibition","series_id","series_title","explicit_uuid","effective_uuid","state","collection_name_base"
"0x979316F5b3f3d8db956Af519553c853525A5b1Af",Fragments of a Hologram Rose,ca471793-baf8-43db-bf1a-b811f4608297,Floralia II,,ca471793-baf8-43db-bf1a-b811f4608297,FALLBACK(series.id),Floralia II
"0x979316F5b3f3d8db956Af519553c853525A5b1Af",Fragments of a Hologram Rose,"48f6b892-d3aa-4eae-87db-040e195e00a5",Forest Transmission,,"48f6b892-d3aa-4eae-87db-040e195e00a5",FALLBACK(series.id),Forest Transmission
"0x979316F5b3f3d8db956Af519553c853525A5b1Af",Fragments of a Hologram Rose,"89c348c1-6e78-4e00-ac3f-f58c9e732731",Mutant Bagua,,"89c348c1-6e78-4e00-ac3f-f58c9e732731",FALLBACK(series.id),Mutant Bagua
"0x979316F5b3f3d8db956Af519553c853525A5b1Af",Fragments of a Hologram Rose,"685f39aa-f9ca-4bfd-84af-d69ad3f8b2c3",Plants are everywhere you can’t see them,,"685f39aa-f9ca-4bfd-84af-d69ad3f8b2c3",FALLBACK(series.id),Plants are everywhere you can’t see them
"0x979316F5b3f3d8db956Af519553c853525A5b1Af",Fragments of a Hologram Rose,b3dacae7-dcc3-40e1-9dd4-9e2047398c01,Rose,,b3dacae7-dcc3-40e1-9dd4-9e2047398c01,FALLBACK(series.id),Rose
"0x979316F5b3f3d8db956Af519553c853525A5b1Af",Fragments of a Hologram Rose,ce7c5624-af01-4a1d-ad77-eee51cb54327,Temple Lily,,ce7c5624-af01-4a1d-ad77-eee51cb54327,FALLBACK(series.id),Temple Lily
"0x979316F5b3f3d8db956Af519553c853525A5b1Af",Fragments of a Hologram Rose,"6053b698-2016-4c05-9353-6941635c1609",The Shredded Hologram Rose,,"6053b698-2016-4c05-9353-6941635c1609",FALLBACK(series.id),The Shredded Hologram Rose
"0xacd3392e9Ec2C4D876D09DC38cb52F842Ea58096",+GRAPH,fe2f3149-d59c-44dc-ba15-f9bc21798388,ANATOMY of a rabbit but bird,,fe2f3149-d59c-44dc-ba15-f9bc21798388,FALLBACK(series.id),ANATOMY of a rabbit but bird
"0xacd3392e9Ec2C4D876D09DC38cb52F842Ea58096",+GRAPH,abc9532c-3b95-4502-b0ac-fa5a64510ccd,Breakpoint.,,abc9532c-3b95-4502-b0ac-fa5a64510ccd,FALLBACK(series.id),Breakpoint.
"0xacd3392e9Ec2C4D876D09DC38cb52F842Ea58096",+GRAPH,"490e2542-daac-48c4-8407-bbd15eb9ab74",Fictional Lullaby,,"490e2542-daac-48c4-8407-bbd15eb9ab74",FALLBACK(series.id),Fictional Lullaby
"0xacd3392e9Ec2C4D876D09DC38cb52F842Ea58096",+GRAPH,"22356067-3858-46c7-ba80-02f0dafa04b6",Fine Particles,,"22356067-3858-46c7-ba80-02f0dafa04b6",FALLBACK(series.id),Fine Particles
"0xacd3392e9Ec2C4D876D09DC38cb52F842Ea58096",+GRAPH,"55e9a993-a644-405f-b489-d4dc7e03ac5c",Mineral,,"55e9a993-a644-405f-b489-d4dc7e03ac5c",FALLBACK(series.id),Mineral
"0xacd3392e9Ec2C4D876D09DC38cb52F842Ea58096",+GRAPH,"688c1976-748d-4b54-8aac-61b5561924e6",The Space in Between,,"688c1976-748d-4b54-8aac-61b5561924e6",FALLBACK(series.id),The Space in Between
"0xDB5f1aDCFFA1869B9711cBFBe3Bf46cc5d5319E5",–GRAPH,e7252d16-c248-4de0-aade-433e9e7d2484,Chaos Blocks,,e7252d16-c248-4de0-aade-433e9e7d2484,FALLBACK(series.id),Chaos Blocks
"0xDB5f1aDCFFA1869B9711cBFBe3Bf46cc5d5319E5",–GRAPH,cee5b80c-af17-44d0-9a56-c17a68f92569,CHERTI,,cee5b80c-af17-44d0-9a56-c17a68f92569,FALLBACK(series.id),CHERTI
"0xDB5f1aDCFFA1869B9711cBFBe3Bf46cc5d5319E5",–GRAPH,"5e0a93aa-22d0-4305-8bdd-5806dab5503a",Endless Monologue,,"5e0a93aa-22d0-4305-8bdd-5806dab5503a",FALLBACK(series.id),Endless Monologue
"0xDB5f1aDCFFA1869B9711cBFBe3Bf46cc5d5319E5",–GRAPH,"1b1ffd48-5fc2-4d19-a563-364e00ddfb01",F(l)ight,,"1b1ffd48-5fc2-4d19-a563-364e00ddfb01",FALLBACK(series.id),F(l)ight
"0xDB5f1aDCFFA1869B9711cBFBe3Bf46cc5d5319E5",–GRAPH,"99d373e5-cc9d-45e8-8aa5-1ed47e481791",(The illusion of) depth of knowledge,,"99d373e5-cc9d-45e8-8aa5-1ed47e481791",FALLBACK(series.id),(The illusion of) depth of knowledge
"0xDB5f1aDCFFA1869B9711cBFBe3Bf46cc5d5319E5",–GRAPH,"2fb649d0-3ed2-4539-8ea2-e073b85e9a21",Umwelt,,"2fb649d0-3ed2-4539-8ea2-e073b85e9a21",FALLBACK(series.id),Umwelt
"0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5",Gray Matter,"32f1b099-448d-4e6d-8358-70a64e005903",AlleluiaAlleluia,,"32f1b099-448d-4e6d-8358-70a64e005903",FALLBACK(series.id),AlleluiaAlleluia
"0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5",Gray Matter,"9c797f06-41e2-4aa4-abfe-489485bea17e",ba-eye,,"9c797f06-41e2-4aa4-abfe-489485bea17e",FALLBACK(series.id),ba-eye
"0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5",Gray Matter,a6463015-af79-43cf-ab25-84074828ac4b,Curse Tablet,,a6463015-af79-43cf-ab25-84074828ac4b,FALLBACK(series.id),Curse Tablet
"0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5",Gray Matter,bd0c4207-f8e7-49db-919e-e2913f39d59c,Dagger,,bd0c4207-f8e7-49db-919e-e2913f39d59c,FALLBACK(series.id),Dagger
"0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5",Gray Matter,"527a291d-49f5-4ddc-81f6-0331f9e08be9",Faunette,,"527a291d-49f5-4ddc-81f6-0331f9e08be9",FALLBACK(series.id),Faunette
"0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5",Gray Matter,"8323eb9a-b406-4fbc-8550-fcd12213440a",Gray Matter,,"8323eb9a-b406-4fbc-8550-fcd12213440a",FALLBACK(series.id),Gray Matter
"0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5",Gray Matter,"7ad7ee07-883a-4989-a087-e3b03fd4a69d",Gray Matter: Material/Immaterial,,"7ad7ee07-883a-4989-a087-e3b03fd4a69d",FALLBACK(series.id),Gray Matter: Material/Immaterial
"0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5",Gray Matter,cc86cf63-6b79-4bba-9613-e362851cbbdc,Haristory,,cc86cf63-6b79-4bba-9613-e362851cbbdc,FALLBACK(series.id),Haristory
"0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5",Gray Matter,d90151ff-0159-4973-a7a6-724b04c01547,Messenger (fragment),,d90151ff-0159-4973-a7a6-724b04c01547,FALLBACK(series.id),Messenger (fragment)
"0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5",Gray Matter,"5d67190d-28d7-493c-85c8-563c32de44ff",Mumble,,"5d67190d-28d7-493c-85c8-563c32de44ff",FALLBACK(series.id),Mumble
"0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5",Gray Matter,f15bce66-da54-4f05-bc29-7ef15202b0c3,The Hand-Heart Problem,,f15bce66-da54-4f05-bc29-7ef15202b0c3,FALLBACK(series.id),The Hand-Heart Problem
"0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5",Gray Matter,"7f70faea-dc2a-4613-b758-b53b9bd6d00d",White Rest,,"7f70faea-dc2a-4613-b758-b53b9bd6d00d",FALLBACK(series.id),White Rest
"0xE46A41b840176b62983FC71162dc9faEAC4D9bcB",I KNOW – On the aesthetic of truth,"47f31603-9721-403b-94b5-d24ab9fb8256",A Picture Can’t Take Me,,"47f31603-9721-403b-94b5-d24ab9fb8256",FALLBACK(series.id),A Picture Can’t Take Me
"0xE46A41b840176b62983FC71162dc9faEAC4D9bcB",I KNOW – On the aesthetic of truth,c6befe2e-1934-40ce-958c-2011e425c511,A Picture Can’t Take My Elan Vital,,c6befe2e-1934-40ce-958c-2011e425c511,FALLBACK(series.id),A Picture Can’t Take My Elan Vital
"0xE46A41b840176b62983FC71162dc9faEAC4D9bcB",I KNOW – On the aesthetic of truth,"3715c273-d19e-445f-ae02-61876334f1a7",Perfectionism is a weakness,,"3715c273-d19e-445f-ae02-61876334f1a7",FALLBACK(series.id),Perfectionism is a weakness
"0xE46A41b840176b62983FC71162dc9faEAC4D9bcB",I KNOW – On the aesthetic of truth,bc82d0fb-eede-4947-aa97-fe085f46f0b4,"Prophecy, nullification algorithm, shaman, conspiracy",,bc82d0fb-eede-4947-aa97-fe085f46f0b4,FALLBACK(series.id),"Prophecy, nullification algorithm, shaman, conspiracy"
"0xE46A41b840176b62983FC71162dc9faEAC4D9bcB",I KNOW – On the aesthetic of truth,"6ed56114-2768-4625-84a9-7eda5baad6b8",The Art of Survival: Aphorisms by an Old Girl,,"6ed56114-2768-4625-84a9-7eda5baad6b8",FALLBACK(series.id),The Art of Survival: Aphorisms by an Old Girl
"0xE46A41b840176b62983FC71162dc9faEAC4D9bcB",I KNOW – On the aesthetic of truth,"9798c1fd-ccf2-4e2e-be26-fe146a398c85","Turandot 2070, Lovers I ",,"9798c1fd-ccf2-4e2e-be26-fe146a398c85",FALLBACK(series.id),"Turandot 2070, Lovers I "
"0xE46A41b840176b62983FC71162dc9faEAC4D9bcB",I KNOW – On the aesthetic of truth,d78f0375-3173-4a51-a52e-a211b79acf88,"Turandot 2070, Lynx Avatar",,d78f0375-3173-4a51-a52e-a211b79acf88,FALLBACK(series.id),"Turandot 2070, Lynx Avatar"
"0xE46A41b840176b62983FC71162dc9faEAC4D9bcB",I KNOW – On the aesthetic of truth,"35086e3e-d2da-44c8-9806-87543a47c1b9",Unzip,,"35086e3e-d2da-44c8-9806-87543a47c1b9",FALLBACK(series.id),Unzip
"0xE46A41b840176b62983FC71162dc9faEAC4D9bcB",I KNOW – On the aesthetic of truth,b5621c75-70f9-430f-852e-9d8fd9318917,Yehwan Song Artwork 1,,b5621c75-70f9-430f-852e-9d8fd9318917,FALLBACK(series.id),Yehwan Song Artwork 1
"0xE46A41b840176b62983FC71162dc9faEAC4D9bcB",I KNOW – On the aesthetic of truth,"5d391c2a-8e9e-47ea-ac7d-79ff203e3095",Yehwan Song Artwork 2,,"5d391c2a-8e9e-47ea-ac7d-79ff203e3095",FALLBACK(series.id),Yehwan Song Artwork 2
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,"87eafff7-a8c6-4d3f-bc51-3e23bc745125",Infinite Entropy 1,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,"11b4449b-e435-4737-bd14-81cd3366ac89",Infinite Entropy 10,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,"3aca483a-59b7-4839-b66e-74d5e75c4735",Infinite Entropy 11,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,"8fc2a19f-4393-4fa4-aee0-91c365232cef",Infinite Entropy 12,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,"2e68b1a3-6370-4ad5-af12-153de80637eb",Infinite Entropy 13,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,"1fdd923d-91f0-4b28-a51a-8d01da7cc562",Infinite Entropy 14,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,"47ab1047-708d-4f36-b5de-68e5995e175f",Infinite Entropy 15,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,f0750b82-282e-4eed-bdba-c4fb023fb684,Infinite Entropy 16,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,b4a46d9c-fa16-4a2c-a11d-03b49d5b1e63,Infinite Entropy 17,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,fe324a25-a5b3-4b17-bae4-8d4109f01fe7,Infinite Entropy 18,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,"37e6066c-9997-4939-ac9a-e92685e71cf6",Infinite Entropy 19,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,"4f69d4eb-5f33-4d3b-a0ac-cc4189bf1f83",Infinite Entropy 2,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,"30780351-fa82-47f1-9a2d-7d331f460995",Infinite Entropy 20,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,"6dde453e-259f-49b7-b5db-02c7a41d049b",Infinite Entropy 21,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,ee826cf5-9273-4b58-850c-0615668d9e2d,Infinite Entropy 22,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,"34f52c05-cde0-4dee-880b-df96eebf37be",Infinite Entropy 23,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,df6a7f8d-effe-4b0f-99e0-62a5924e5ee6,Infinite Entropy 24,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,"17b11372-d1b1-405a-8b54-13b3e1a0738e",Infinite Entropy 25,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,ed25109e-3e36-429d-aafd-a9cd12f854fb,Infinite Entropy 3,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,"23d93636-48be-42be-8b9c-59083b481079",Infinite Entropy 4,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,"43f6164c-d901-4e87-815a-c6689d05b48f",Infinite Entropy 5,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,f97bf0da-0630-4847-952a-902060b8081c,Infinite Entropy 6,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,"4ac90d22-2b94-4dad-8685-3df950746010",Infinite Entropy 7,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,"1b6bd73c-b612-4c24-a837-e5afe08616f7",Infinite Entropy 8,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x0A5c44da5F71B884c16A195CeC304F47ac0233CF",Infinite Entropy,cf44b110-3b40-471a-8415-c805c80baae9,Infinite Entropy 9,"71513905-f7b2-4ac1-b617-0d41123b3639","71513905-f7b2-4ac1-b617-0d41123b3639",FROZEN(explicit),Infinite Entropy by Rafaël Rozendaal
"0x835dF7CC88D8BC51FCbb6a7FDED0BBE1ec020273",In Medias Res,ea32ccaf-798b-4ece-8505-fa77ef23f8b8,Allure of the Poppy,,ea32ccaf-798b-4ece-8505-fa77ef23f8b8,FALLBACK(series.id),Allure of the Poppy
"0x835dF7CC88D8BC51FCbb6a7FDED0BBE1ec020273",In Medias Res,b20f2fe2-ab82-400a-8ae5-3b72ed58c2d2,Arid Articulations,,b20f2fe2-ab82-400a-8ae5-3b72ed58c2d2,FALLBACK(series.id),Arid Articulations
"0x835dF7CC88D8BC51FCbb6a7FDED0BBE1ec020273",In Medias Res,"56c897f3-d2cc-45f0-91b7-50869bf7521c",Drive Time,,"56c897f3-d2cc-45f0-91b7-50869bf7521c",FALLBACK(series.id),Drive Time
"0x835dF7CC88D8BC51FCbb6a7FDED0BBE1ec020273",In Medias Res,"4ae268d4-aef9-4cc9-82ff-f2fb2dfe0351",Echoloji,,"4ae268d4-aef9-4cc9-82ff-f2fb2dfe0351",FALLBACK(series.id),Echoloji
"0x835dF7CC88D8BC51FCbb6a7FDED0BBE1ec020273",In Medias Res,"3f8acc82-4e82-42d0-b677-80a50429ea37",FeralFemme Huntrezz,,"3f8acc82-4e82-42d0-b677-80a50429ea37",FALLBACK(series.id),FeralFemme Huntrezz
"0x835dF7CC88D8BC51FCbb6a7FDED0BBE1ec020273",In Medias Res,"808dd840-8507-4b49-aa56-4f7562f8367d",LA Hal-mee-mee,,"808dd840-8507-4b49-aa56-4f7562f8367d",FALLBACK(series.id),LA Hal-mee-mee
"0x835dF7CC88D8BC51FCbb6a7FDED0BBE1ec020273",In Medias Res,b437d005-0b6b-401e-8998-d26a0f95635c,New Landscapes 2023,,b437d005-0b6b-401e-8998-d26a0f95635c,FALLBACK(series.id),New Landscapes 2023
"0x835dF7CC88D8BC51FCbb6a7FDED0BBE1ec020273",In Medias Res,f9ae424a-a13e-4c84-a3af-2a231180ea4a,Television Figures ,,f9ae424a-a13e-4c84-a3af-2a231180ea4a,FALLBACK(series.id),Television Figures 
"0x835dF7CC88D8BC51FCbb6a7FDED0BBE1ec020273",In Medias Res,"1ce507c4-7007-4dbb-a32c-46dfa9c8e70a",Waabanishimo: Miigaazh (She Dances Till Daylight: Fight),,"1ce507c4-7007-4dbb-a32c-46dfa9c8e70a",FALLBACK(series.id),Waabanishimo: Miigaazh (She Dances Till Daylight: Fight)
"0x1d5bdC75918600541C115b74b81a404C9E4AF7D4",Instructions Follow,cf435a8a-c4df-4606-9acc-809217ab367b,"24/7",,cf435a8a-c4df-4606-9acc-809217ab367b,FALLBACK(series.id),"24/7"
"0x1d5bdC75918600541C115b74b81a404C9E4AF7D4",Instructions Follow,"4f3fe912-d226-48b1-8120-56566426d110",Are Smart Machines Alive?,,"4f3fe912-d226-48b1-8120-56566426d110",FALLBACK(series.id),Are Smart Machines Alive?
"0x1d5bdC75918600541C115b74b81a404C9E4AF7D4",Instructions Follow,"6b095c1c-b367-4f4c-b583-6f0ae975e463",Each and Every Command,,"6b095c1c-b367-4f4c-b583-6f0ae975e463",FALLBACK(series.id),Each and Every Command
"0x1d5bdC75918600541C115b74b81a404C9E4AF7D4",Instructions Follow,a1b6689f-5236-471a-97a6-70ea0879dd42,Emergence,,a1b6689f-5236-471a-97a6-70ea0879dd42,FALLBACK(series.id),Emergence
"0x1d5bdC75918600541C115b74b81a404C9E4AF7D4",Instructions Follow,"91a3ea94-f606-40a9-9e39-611bdcb46fdd",Just in case,,"91a3ea94-f606-40a9-9e39-611bdcb46fdd",FALLBACK(series.id),Just in case
"0x1d5bdC75918600541C115b74b81a404C9E4AF7D4",Instructions Follow,"6e0b8c01-5b11-4ceb-b40a-c1d8efa4a66a",Minos,,"6e0b8c01-5b11-4ceb-b40a-c1d8efa4a66a",FALLBACK(series.id),Minos
"0x1d5bdC75918600541C115b74b81a404C9E4AF7D4",Instructions Follow,fe63cbf2-7377-4497-919b-853dd22c63e7,Neonumens,,fe63cbf2-7377-4497-919b-853dd22c63e7,FALLBACK(series.id),Neonumens
"0x1d5bdC75918600541C115b74b81a404C9E4AF7D4",Instructions Follow,"47db4cae-c786-4bb3-8735-e932ab81ed7f",Predictive Art Bot,,"47db4cae-c786-4bb3-8735-e932ab81ed7f",FALLBACK(series.id),Predictive Art Bot
"0x1d5bdC75918600541C115b74b81a404C9E4AF7D4",Instructions Follow,"746f680d-9a6c-4125-9486-3271bdbe7e6e",Sigils,,"746f680d-9a6c-4125-9486-3271bdbe7e6e",FALLBACK(series.id),Sigils
"0x1d5bdC75918600541C115b74b81a404C9E4AF7D4",Instructions Follow,"496bd7c1-d524-44fd-b8d6-9eb03fb9f320",Signal of the World,,"496bd7c1-d524-44fd-b8d6-9eb03fb9f320",FALLBACK(series.id),Signal of the World
"0x1d5bdC75918600541C115b74b81a404C9E4AF7D4",Instructions Follow,"51a53d4e-c60f-4582-8edc-c9998ed40a24",Ultimate Solvers,,"51a53d4e-c60f-4582-8edc-c9998ed40a24",FALLBACK(series.id),Ultimate Solvers
"0x1d5bdC75918600541C115b74b81a404C9E4AF7D4",Instructions Follow,f2db8c40-a2fb-4a93-be03-75ce3b3133f3,What do you want me to say?,,f2db8c40-a2fb-4a93-be03-75ce3b3133f3,FALLBACK(series.id),What do you want me to say?
"0xfD9FdFAC71Bbc7DD5C7176644De7Fbfd1A6825ee",In/Visible,"94f4a7aa-833f-44fd-8047-101faee9cb4d",Blonde Braids Study II,,"94f4a7aa-833f-44fd-8047-101faee9cb4d",FALLBACK(series.id),Blonde Braids Study II
"0xfD9FdFAC71Bbc7DD5C7176644De7Fbfd1A6825ee",In/Visible,"0fc999f8-144b-48c9-99e1-b1b6968cc29f",Chez Jo,,"0fc999f8-144b-48c9-99e1-b1b6968cc29f",FALLBACK(series.id),Chez Jo
"0xfD9FdFAC71Bbc7DD5C7176644De7Fbfd1A6825ee",In/Visible,"5810d154-74d0-4933-9073-554beaae1baf",Cities and spaceships,,"5810d154-74d0-4933-9073-554beaae1baf",FALLBACK(series.id),Cities and spaceships
"0xfD9FdFAC71Bbc7DD5C7176644De7Fbfd1A6825ee",In/Visible,"3984aa55-0f95-4d0c-a612-bec090616795",Confetti,,"3984aa55-0f95-4d0c-a612-bec090616795",FALLBACK(series.id),Confetti
"0xfD9FdFAC71Bbc7DD5C7176644De7Fbfd1A6825ee",In/Visible,"49766925-db57-4be6-956d-af5aaa26cda5",PERCEIVED,,"49766925-db57-4be6-956d-af5aaa26cda5",FALLBACK(series.id),PERCEIVED
"0xfD9FdFAC71Bbc7DD5C7176644De7Fbfd1A6825ee",In/Visible,de8b2c0b-e057-46b9-9650-a6455066bd5a,Planet Hibiscus,,de8b2c0b-e057-46b9-9650-a6455066bd5a,FALLBACK(series.id),Planet Hibiscus
"0xfD9FdFAC71Bbc7DD5C7176644De7Fbfd1A6825ee",In/Visible,"29c87f89-fd35-4294-8e26-3cdc022d00c6",Proof of Spirit — Act II,,"29c87f89-fd35-4294-8e26-3cdc022d00c6",FALLBACK(series.id),Proof of Spirit — Act II
"0xfD9FdFAC71Bbc7DD5C7176644De7Fbfd1A6825ee",In/Visible,ddb59010-2a33-4f5c-9559-58e30b281704,Summer Edition,,ddb59010-2a33-4f5c-9559-58e30b281704,FALLBACK(series.id),Summer Edition
"0xfD9FdFAC71Bbc7DD5C7176644De7Fbfd1A6825ee",In/Visible,"54adc6ea-44e7-4ba2-b9d0-a5f834f40d50",The Idunnos,,"54adc6ea-44e7-4ba2-b9d0-a5f834f40d50",FALLBACK(series.id),The Idunnos
"0xfD9FdFAC71Bbc7DD5C7176644De7Fbfd1A6825ee",In/Visible,"0b221b59-2dfd-415e-9db7-0d580cb0c0da",UNTITLED,,"0b221b59-2dfd-415e-9db7-0d580cb0c0da",FALLBACK(series.id),UNTITLED
"0x8f30722dd16BD63cF2665C383c1aEf5e307B0046",Material Wonderland,"07f145a0-1131-4366-a422-a6e18999d054",Material World Knight: Bardo Tunnel,"8bf192b1-5fc9-4bca-8156-a2e4c087df06","8bf192b1-5fc9-4bca-8156-a2e4c087df06",FROZEN(explicit),Material World Knight by Lu Yang
"0x8f30722dd16BD63cF2665C383c1aEf5e307B0046",Material Wonderland,b45f236a-f29f-4e0a-94b4-e894cb7566e7,Material World Knight: Fighting Mode,"8bf192b1-5fc9-4bca-8156-a2e4c087df06","8bf192b1-5fc9-4bca-8156-a2e4c087df06",FROZEN(explicit),Material World Knight by Lu Yang
"0x8f30722dd16BD63cF2665C383c1aEf5e307B0046",Material Wonderland,ce6dc4ca-13d5-4cda-ba15-9d3201873384,Material World Knight: Fight the Universe,"8bf192b1-5fc9-4bca-8156-a2e4c087df06","8bf192b1-5fc9-4bca-8156-a2e4c087df06",FROZEN(explicit),Material World Knight by Lu Yang
"0x8f30722dd16BD63cF2665C383c1aEf5e307B0046",Material Wonderland,c570b9bd-d434-4e95-8295-801cc9458b03,Material World Knight: Flying Mode,"8bf192b1-5fc9-4bca-8156-a2e4c087df06","8bf192b1-5fc9-4bca-8156-a2e4c087df06",FROZEN(explicit),Material World Knight by Lu Yang
