status,exhibition,collection_name,collection_uuid,contract,current_opensea_collection,sample_token_id,current_metadata_url,expected_metadata_url
reads tokenURI directly,+GRAPH,ANATOMY of a rabbit but bird by Iskra Velitchkova,fe2f3149-d59c-44dc-ba15-f9bc21798388,0xacd3392e9Ec2C4D876D09DC38cb52F842Ea58096,anatomy-of-a-rabbit-but-bird-by-iskra-velitchkova,1895471415479101141617488280575446737833854080,https://ipfs.io/ipfs/QmNVdQSp1AvZonLwHzTbbZDPLgbpty15RMQrbPEWd4ooTU/1895471415479101141617488280575446737833854080,https://feralfile.com/api/contracts/0xacd3392e9Ec2C4D876D09DC38cb52F842Ea58096/tokens/1895471415479101141617488280575446737833854080
reads tokenURI directly,+GRAPH,Breakpoint. by James Merrill,abc9532c-3b95-4502-b0ac-fa5a64510ccd,0xacd3392e9Ec2C4D876D09DC38cb52F842Ea58096,breakpoint-by-james-merrill,118466963467443821351093017535965421115490880,https://ipfs.io/ipfs/QmNVdQSp1AvZonLwHzTbbZDPLgbpty15RMQrbPEWd4ooTU/118466963467443821351093017535965421115490880,https://feralfile.com/api/contracts/0xacd3392e9Ec2C4D876D09DC38cb52F842Ea58096/tokens/118466963467443821351093017535965421115490880
reads tokenURI directly,+GRAPH,Fictional Lullaby by Licia He,490e2542-daac-48c4-8407-bbd15eb9ab74,0xacd3392e9Ec2C4D876D09DC38cb52F842Ea58096,fictional-lullaby-by-licia-he,1895471415479101141617488280575446737834854080,https://ipfs.io/ipfs/QmNVdQSp1AvZonLwHzTbbZDPLgbpty15RMQrbPEWd4ooTU/1895471415479101141617488280575446737834854080,https://feralfile.com/api/contracts/0xacd3392e9Ec2C4D876D09DC38cb52F842Ea58096/tokens/1895471415479101141617488280575446737834854080
reads tokenURI directly,+GRAPH,Fine Particles by Joanie Lemercier,22356067-3858-46c7-ba80-02f0dafa04b6,0xacd3392e9Ec2C4D876D09DC38cb52F842Ea58096,fine-particles-by-joanie-lemercier,1895471415479101141617488280575446737836854080,https://ipfs.io/ipfs/QmNVdQSp1AvZonLwHzTbbZDPLgbpty15RMQrbPEWd4ooTU/1895471415479101141617488280575446737836854080,https://feralfile.com/api/contracts/0xacd3392e9Ec2C4D876D09DC38cb52F842Ea58096/tokens/1895471415479101141617488280575446737836854080
reads tokenURI directly,+GRAPH,Mineral by Julien Gachadoat,55e9a993-a644-405f-b489-d4dc7e03ac5c,0xacd3392e9Ec2C4D876D09DC38cb52F842Ea58096,mineral-by-julien-gachadoat,1895471415479101141617488280575446737835854080,https://ipfs.io/ipfs/QmNVdQSp1AvZonLwHzTbbZDPLgbpty15RMQrbPEWd4ooTU/1895471415479101141617488280575446737835854080,https://feralfile.com/api/contracts/0xacd3392e9Ec2C4D876D09DC38cb52F842Ea58096/tokens/1895471415479101141617488280575446737835854080
reads tokenURI directly,+GRAPH,The Space in Between by Aleksandra Jovanić,688c1976-748d-4b54-8aac-61b5561924e6,0xacd3392e9Ec2C4D876D09DC38cb52F842Ea58096,the-space-in-between-by-aleksandra-jovanic,1895471415479101141617488280575446737837854080,https://ipfs.io/ipfs/QmNVdQSp1AvZonLwHzTbbZDPLgbpty15RMQrbPEWd4ooTU/1895471415479101141617488280575446737837854080,https://feralfile.com/api/contracts/0xacd3392e9Ec2C4D876D09DC38cb52F842Ea58096/tokens/1895471415479101141617488280575446737837854080
reads tokenURI directly,BLOOMCORE,BLOOMCORE by Rick Silva,a00f828f-f402-42e6-b382-0d99e7881da7,0xe59B7D60d7d7183E09d8ABb6DF8B20EB4CF66632,bloomcore-by-rick-silva,8520038953287439433536834341059117372268365319568716555346026339118809853397,https://ipfs.bitmark.com/ipfs/QmUy58wRfgbmsMoFB5WsowcrmHMmU9Sp8RBn7e4AuBNJg8,https://feralfile.com/api/contracts/0xe59B7D60d7d7183E09d8ABb6DF8B20EB4CF66632/tokens/8520038953287439433536834341059117372268365319568716555346026339118809853397
reads tokenURI directly,BOOM TOWN,BOOM TOWN by Peter Burr,24e7d8fd-01b9-4673-9f46-6f69118feda1,0x6003994adECA13407E8dbEE808280CC3EF2ab820,boom-town-by-peter-burr,57129125216325247059066131395135709425197979245094347477997960213448800830594,https://ipfs.bitmark.com/ipfs/QmYSzKTPh3TYBjhTy54eVJ7yecPbGXofzCkMBK72mAE6eq,https://feralfile.com/api/contracts/0x6003994adECA13407E8dbEE808280CC3EF2ab820/tokens/57129125216325247059066131395135709425197979245094347477997960213448800830594
reads tokenURI directly,BOOM TOWN,BOOM TOWN by Peter Burr,24e7d8fd-01b9-4673-9f46-6f69118feda1,0x6003994adECA13407E8dbEE808280CC3EF2ab820,boom-town-by-peter-burr,31407201287127526542816856047451791715680458487654720084356565537967265406231,https://ipfs.bitmark.com/ipfs/QmcavQEMd5rG6Xch4ymTtDRCjZU658Vc2NUzxsgBgB4CYk,https://feralfile.com/api/contracts/0x6003994adECA13407E8dbEE808280CC3EF2ab820/tokens/31407201287127526542816856047451791715680458487654720084356565537967265406231
reads tokenURI directly,BOOM TOWN,MONOPOLY SET by Peter Burr,7b70df63-d20f-44bb-9026-be9e824f0cf8,0x14a62abFEC0e09159fBE9c050F3B03044fC7ea52,monopoly-set-by-peter-burr,23036679589663440554974536202901764979138118108482058082262678602930902118311,https://ipfs.bitmark.com/ipfs/QmQ7Ly4bTF5YjYvnPmUyXZUZZHAisKPu9jHcr1s3BrXBkY,https://feralfile.com/api/contracts/0x14a62abFEC0e09159fBE9c050F3B03044fC7ea52/tokens/23036679589663440554974536202901764979138118108482058082262678602930902118311
reads tokenURI directly,BOOM TOWN,BOOM TOWN by Peter Burr,24e7d8fd-01b9-4673-9f46-6f69118feda1,0x6003994adECA13407E8dbEE808280CC3EF2ab820,boom-town-by-peter-burr,19926596094255126125166421402975005060328841433878809074115704782911025446719,https://ipfs.bitmark.com/ipfs/QmZrnYsAQVbQuMWSmhSAPWn4PQ4TZq9sNJcXwUVXbj4BkQ,https://feralfile.com/api/contracts/0x6003994adECA13407E8dbEE808280CC3EF2ab820/tokens/19926596094255126125166421402975005060328841433878809074115704782911025446719
reads tokenURI directly,COLORS OF NOISE,COLORS OF NOISE by Kim Asendorf,87d406ed-010f-4b76-91a2-41bcec98f51a,0xD156b0297f33Ddd706Ddeb018371FFDf02868e79,colors-of-noise-by-kim-asendorf,37847030808823349563907102097979397284732682243657619279198386116874638698893,https://ipfs.bitmark.com/ipfs/QmSKD6CjkptGAF6D4XYCoznptn7oDefkgKu8J4Y5SqttUe,https://feralfile.com/api/contracts/0xD156b0297f33Ddd706Ddeb018371FFDf02868e79/tokens/37847030808823349563907102097979397284732682243657619279198386116874638698893
reads tokenURI directly,CRAWL,CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley,3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9,0x81c882c59799eA442317D020c39174AaAa8d7FC7,crawl-woodblock-screenshots-by-travess-smalley,27271357221255084324537793443996264744604553267670416617055471525879039383744,https://ipfs.io/ipfs/QmSKjiUZekdfFsYExHgydrXuvTqpKkfXs7uVChyyvgiPdc/27271357221255084324537793443996264744604553267670416617055471525879039383744,https://feralfile.com/api/contracts/0x81c882c59799eA442317D020c39174AaAa8d7FC7/tokens/27271357221255084324537793443996264744604553267670416617055471525879039383744
reads tokenURI directly,CRAWL,CRAWL by Travess Smalley,82dcf3d9-56ba-40bf-b57d-3a631bbdb7d5,0x81c882c59799eA442317D020c39174AaAa8d7FC7,crawl-by-travess-smalley,27271357221255084324537793443996264744604553267670416617055471525879029383749,https://ipfs.io/ipfs/QmSKjiUZekdfFsYExHgydrXuvTqpKkfXs7uVChyyvgiPdc/27271357221255084324537793443996264744604553267670416617055471525879029383749,https://feralfile.com/api/contracts/0x81c882c59799eA442317D020c39174AaAa8d7FC7/tokens/27271357221255084324537793443996264744604553267670416617055471525879029383749
reads tokenURI directly,CRAWL,CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley,3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9,0x81c882c59799eA442317D020c39174AaAa8d7FC7,crawl-woodblock-screenshots-by-travess-smalley,27271357221255084324537793443996264744604553267670416617055471525879038383744,https://ipfs.io/ipfs/QmSKjiUZekdfFsYExHgydrXuvTqpKkfXs7uVChyyvgiPdc/27271357221255084324537793443996264744604553267670416617055471525879038383744,https://feralfile.com/api/contracts/0x81c882c59799eA442317D020c39174AaAa8d7FC7/tokens/27271357221255084324537793443996264744604553267670416617055471525879038383744
reads tokenURI directly,CRAWL,CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley,3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9,0x81c882c59799eA442317D020c39174AaAa8d7FC7,crawl-woodblock-screenshots-by-travess-smalley,27271357221255084324537793443996264744604553267670416617055471525879036383744,https://ipfs.io/ipfs/QmSKjiUZekdfFsYExHgydrXuvTqpKkfXs7uVChyyvgiPdc/27271357221255084324537793443996264744604553267670416617055471525879036383744,https://feralfile.com/api/contracts/0x81c882c59799eA442317D020c39174AaAa8d7FC7/tokens/27271357221255084324537793443996264744604553267670416617055471525879036383744
reads tokenURI directly,CRAWL,CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley,3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9,0x81c882c59799eA442317D020c39174AaAa8d7FC7,crawl-woodblock-screenshots-by-travess-smalley,27271357221255084324537793443996264744604553267670416617055471525879035383744,https://ipfs.io/ipfs/QmSKjiUZekdfFsYExHgydrXuvTqpKkfXs7uVChyyvgiPdc/27271357221255084324537793443996264744604553267670416617055471525879035383744,https://feralfile.com/api/contracts/0x81c882c59799eA442317D020c39174AaAa8d7FC7/tokens/27271357221255084324537793443996264744604553267670416617055471525879035383744
reads tokenURI directly,CRAWL,CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley,3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9,0x81c882c59799eA442317D020c39174AaAa8d7FC7,crawl-woodblock-screenshots-by-travess-smalley,27271357221255084324537793443996264744604553267670416617055471525879032383744,https://ipfs.io/ipfs/QmSKjiUZekdfFsYExHgydrXuvTqpKkfXs7uVChyyvgiPdc/27271357221255084324537793443996264744604553267670416617055471525879032383744,https://feralfile.com/api/contracts/0x81c882c59799eA442317D020c39174AaAa8d7FC7/tokens/27271357221255084324537793443996264744604553267670416617055471525879032383744
reads tokenURI directly,CRAWL,CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley,3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9,0x81c882c59799eA442317D020c39174AaAa8d7FC7,crawl-woodblock-screenshots-by-travess-smalley,27271357221255084324537793443996264744604553267670416617055471525879040383744,https://ipfs.io/ipfs/QmSKjiUZekdfFsYExHgydrXuvTqpKkfXs7uVChyyvgiPdc/27271357221255084324537793443996264744604553267670416617055471525879040383744,https://feralfile.com/api/contracts/0x81c882c59799eA442317D020c39174AaAa8d7FC7/tokens/27271357221255084324537793443996264744604553267670416617055471525879040383744
reads tokenURI directly,CRAWL,CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley,3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9,0x81c882c59799eA442317D020c39174AaAa8d7FC7,crawl-woodblock-screenshots-by-travess-smalley,27271357221255084324537793443996264744604553267670416617055471525879031383744,https://ipfs.io/ipfs/QmSKjiUZekdfFsYExHgydrXuvTqpKkfXs7uVChyyvgiPdc/27271357221255084324537793443996264744604553267670416617055471525879031383744,https://feralfile.com/api/contracts/0x81c882c59799eA442317D020c39174AaAa8d7FC7/tokens/27271357221255084324537793443996264744604553267670416617055471525879031383744
reads tokenURI directly,CRAWL,CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley,3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9,0x81c882c59799eA442317D020c39174AaAa8d7FC7,crawl-woodblock-screenshots-by-travess-smalley,27271357221255084324537793443996264744604553267670416617055471525879033383744,https://ipfs.io/ipfs/QmSKjiUZekdfFsYExHgydrXuvTqpKkfXs7uVChyyvgiPdc/27271357221255084324537793443996264744604553267670416617055471525879033383744,https://feralfile.com/api/contracts/0x81c882c59799eA442317D020c39174AaAa8d7FC7/tokens/27271357221255084324537793443996264744604553267670416617055471525879033383744
reads tokenURI directly,CRAWL,CRAWL WOODBLOCK SCREENSHOTS by Travess Smalley,3c4b0a8b-6d3e-4c32-aaae-c701bb9deca9,0x81c882c59799eA442317D020c39174AaAa8d7FC7,crawl-woodblock-screenshots-by-travess-smalley,27271357221255084324537793443996264744604553267670416617055471525879037383744,https://ipfs.io/ipfs/QmSKjiUZekdfFsYExHgydrXuvTqpKkfXs7uVChyyvgiPdc/27271357221255084324537793443996264744604553267670416617055471525879037383744,https://feralfile.com/api/contracts/0x81c882c59799eA442317D020c39174AaAa8d7FC7/tokens/27271357221255084324537793443996264744604553267670416617055471525879037383744
