verdict,collection_name,collection_uuid,collection_name_source,collection_uuid_source,os_storage_label,os_token_uri,os_collection_slug,os_collection_name,os_collection_verified,os_collection_owner,os_typename,sample_contract,sample_token_id,sampled_tokens,ff_api_http,ff_api_collection_name,ff_api_collection_uuid,ff_api_matches_derivation,os_original_animation,os_original_image,series_id,series_title,series_slug,artist_alias,exhibition_id,exhibition_title,mint_blockchain,contracts,scanned_at,error
Decentralized,Caryatid: Thought by Sarah Zucker,51de9ede-43ee-43a8-8af5-3771d73eacc7,derived:title by artist,derived:series.id,DECENTRALIZED,https://ipfs.bitmark.com/ipfs/QmNtMJFhsGFmR96Vp5YUBTzMNGevzKpd2gachexKubC12L,caryatid-thought-by-sarah-zucker,Caryatid: Thought by Sarah Zucker,true,FeralFile,Item,0x2A86C5466f088caEbf94e071a77669BAe371CD87,44336782902772445271281414922165901279839521989210301461051430933994537843287,3,200,Caryatid: Thought by Sarah Zucker,51de9ede-43ee-43a8-8af5-3771d73eacc7,True,https://raw2.seadn.io/ethereum/0x2a86c5466f088caebf94e071a77669bae371cd87/efddd7d5a8617351155f8f548efec967.mp4,https://raw2.seadn.io/ethereum/0x2a86c5466f088caebf94e071a77669bae371cd87/a35a2b25fba10f403446f08f8a7eb695.png,51de9ede-43ee-43a8-8af5-3771d73eacc7,Caryatid: Thought,caryatid-thought-yls,Sarah Zucker,48a442ae-3003-483e-b107-e9d37ae694bc,Peer to Peer,ethereum,FeralfileExhibitionV3@0x2A86C5466f088caEbf94e071a77669BAe371CD87,2026-09-03T09:22:03Z,
Decentralized,Caryatid: Vision by Sarah Zucker,b8e62a5d-cbe8-46c6-8d5c-fd66e06a0984,derived:title by artist,derived:series.id,DECENTRALIZED,https://ipfs.bitmark.com/ipfs/QmU43SQodNf6niPwCZZt45uHfeWkM7mhxokYZTx9svebTT,caryatid-vision-by-sarah-zucker,Caryatid: Vision by Sarah Zucker,true,FeralFile,Item,0x2A86C5466f088caEbf94e071a77669BAe371CD87,84192194988336887268297181860741868331806134895311371625270671533240495509719,3,200,Caryatid: Vision by Sarah Zucker,b8e62a5d-cbe8-46c6-8d5c-fd66e06a0984,True,https://raw2.seadn.io/ethereum/0x2a86c5466f088caebf94e071a77669bae371cd87/f01e0eb53ca6fb8061a63497de67858f.mp4,https://raw2.seadn.io/ethereum/0x2a86c5466f088caebf94e071a77669bae371cd87/dedb9eedb1b271500c83a32859668a70.png,b8e62a5d-cbe8-46c6-8d5c-fd66e06a0984,Caryatid: Vision,sarah-zucker-tf6,Sarah Zucker,48a442ae-3003-483e-b107-e9d37ae694bc,Peer to Peer,ethereum,FeralfileExhibitionV3@0x2A86C5466f088caEbf94e071a77669BAe371CD87,2026-09-03T09:20:08Z,
Decentralized,Caryatid: Wink by Sarah Zucker,c601cac7-6a3b-410f-baa2-a86f4a6be10d,derived:title by artist,derived:series.id,DECENTRALIZED,https://ipfs.bitmark.com/ipfs/QmQQpfZwaZbHXEy3ZVcxsoaRtNDvWKZvuBtuDnNRjpdxaq,caryatid-wink-by-sarah-zucker,Caryatid: Wink by Sarah Zucker,true,FeralFile,Item,0x2A86C5466f088caEbf94e071a77669BAe371CD87,115153310228114666588851347772754489107974000689653741321876665973855418043401,3,200,Caryatid: Wink by Sarah Zucker,c601cac7-6a3b-410f-baa2-a86f4a6be10d,True,https://raw2.seadn.io/ethereum/0x2a86c5466f088caebf94e071a77669bae371cd87/7527c3f6ae95c67f50eba1054eefcd70.mp4,https://raw2.seadn.io/ethereum/0x2a86c5466f088caebf94e071a77669bae371cd87/979274363860d23ff21f0ad2c47c98ba.png,c601cac7-6a3b-410f-baa2-a86f4a6be10d,Caryatid: Wink,caryatid-wink-v38,Sarah Zucker,48a442ae-3003-483e-b107-e9d37ae694bc,Peer to Peer,ethereum,FeralfileExhibitionV3@0x2A86C5466f088caEbf94e071a77669BAe371CD87,2026-09-03T09:22:06Z,
Decentralized,"Evolutionary Games and Spatial Chaos, Letters to Nature, 1992 by Sarah Friend",f5d3ffb6-99fb-4c50-ac82-d9db3cfd3963,derived:title by artist,derived:series.id,DECENTRALIZED,https://ipfs.bitmark.com/ipfs/QmdbmsiXYu8xnQh213YYxfVGQcrKDisQ9ALS3A9YeUF73n,evolutionary-games-and-spatial-chaos-letters-to-na,"Evolutionary Games and Spatial Chaos, Letters to Nature, 1992 by Sarah Friend",true,FeralFile,Item,0x2A86C5466f088caEbf94e071a77669BAe371CD87,58808081037102973047914285344327235059767077645065607051796863932382238600160,3,200,"Evolutionary Games and Spatial Chaos, Letters to Nature, 1992 by Sarah Friend",f5d3ffb6-99fb-4c50-ac82-d9db3cfd3963,True,https://cdn.feralfileassets.com/previews/f5d3ffb6-99fb-4c50-ac82-d9db3cfd3963/1666639970/?edition_number=0&blockchain=ethereum&contract=0x2A86C5466f088caEbf94e071a77669BAe371CD87&token_id=58808081037102973047914285344327235059767077645065607051796863932382238600160&token_id_hash=0xcee09949088f815585702a80384ba4a157a9f1fcc407eae1266764039c73346e,https://raw2.seadn.io/ethereum/0x2a86c5466f088caebf94e071a77669bae371cd87/3cf91723aaa92cde9bd8213f0c0a1647.png,f5d3ffb6-99fb-4c50-ac82-d9db3cfd3963,"Evolutionary Games and Spatial Chaos, Letters to Nature, 1992",s-friend-rpw,Sarah Friend,48a442ae-3003-483e-b107-e9d37ae694bc,Peer to Peer,ethereum,FeralfileExhibitionV3@0x2A86C5466f088caEbf94e071a77669BAe371CD87,2026-09-03T09:19:51Z,
Decentralized,Swim by Entangled Others,5c46d607-e11d-477d-b38d-a9f5f2b7f6d9,derived:title by artist,derived:series.id,DECENTRALIZED,https://ipfs.bitmark.com/ipfs/QmbDyqZt6vbNBsZ3biVsBgonakqG4WE2yWnvu261YbANe8,swim-by-entangled-others,Swim by Entangled Others,true,FeralFile,Item,0x2A86C5466f088caEbf94e071a77669BAe371CD87,69037219782415170039743351977361926117918379142220489214116017537486336548224,3,200,Swim by Entangled Others,5c46d607-e11d-477d-b38d-a9f5f2b7f6d9,True,https://cdn.feralfileassets.com/previews/5c46d607-e11d-477d-b38d-a9f5f2b7f6d9/1663401360/?edition_number=0&blockchain=ethereum&contract=0x2A86C5466f088caEbf94e071a77669BAe371CD87&token_id=69037219782415170039743351977361926117918379142220489214116017537486336548224&token_id_hash=0x2bd150ae012a1c9d5925c1edeb86c23040a44bce78e69a8d7d94339308292619,https://raw2.seadn.io/ethereum/0x2a86c5466f088caebf94e071a77669bae371cd87/8cff6828c85abde1d70f360d40055f96.png,5c46d607-e11d-477d-b38d-a9f5f2b7f6d9,Swim,sofia-crespo-u3w,Entangled Others,48a442ae-3003-483e-b107-e9d37ae694bc,Peer to Peer,ethereum,FeralfileExhibitionV3@0x2A86C5466f088caEbf94e071a77669BAe371CD87,2026-09-03T09:19:44Z,
Decentralized,The Bell Machine by Anne Spalter,4d3d60e8-0f7b-4578-b5a7-efae617c3ce2,derived:title by artist,derived:series.id,DECENTRALIZED,https://ipfs.bitmark.com/ipfs/QmZw7Gz6AJva6YC1bdKCy2rJUMWFjUJpKUMW9U3cXoRn8m,the-bell-machine-by-anne-spalter,The Bell Machine by Anne Spalter,true,FeralFile,Item,0x2A86C5466f088caEbf94e071a77669BAe371CD87,102483456495595525347856182687662158730242810709523643804999349043957638016883,3,200,The Bell Machine by Anne Spalter,4d3d60e8-0f7b-4578-b5a7-efae617c3ce2,True,,https://raw2.seadn.io/ethereum/0x2a86c5466f088caebf94e071a77669bae371cd87/2d2e345150e2cbbb96d509f9272fdca8.jpeg,4d3d60e8-0f7b-4578-b5a7-efae617c3ce2,The Bell Machine,anne-spalter-nvy,Anne Spalter,48a442ae-3003-483e-b107-e9d37ae694bc,Peer to Peer,ethereum,FeralfileExhibitionV3@0x2A86C5466f088caEbf94e071a77669BAe371CD87,2026-09-03T09:20:21Z,
Decentralized,Titled (Information as Property as Art) [Ethereum Null Address] by Rhea Myers,8dfe5559-b967-42f7-9f4a-f7cb1dae9008,derived:title by artist,derived:series.id,DECENTRALIZED,https://ipfs.bitmark.com/ipfs/QmRZKLCfugtAgQTRzJbBVW6wNV6WQXkvzECcRsWFy8QxAJ,titled-information-as-property-as-art-ethereum-nul,Titled (Information as Property as Art) [Ethereum Null Address] by Rhea Myers,true,FeralFile,Item,0x2A86C5466f088caEbf94e071a77669BAe371CD87,45127790317892297463290330756789683137919514630173258349099212122291675493582,3,200,Titled (Information as Property as Art) [Ethereum Null Address] by Rhea Myers,8dfe5559-b967-42f7-9f4a-f7cb1dae9008,True,,https://raw2.seadn.io/ethereum/0x2a86c5466f088caebf94e071a77669bae371cd87/67f70db425c7acab3fc0a57bbb7a417b.png,8dfe5559-b967-42f7-9f4a-f7cb1dae9008,Titled (Information as Property as Art) [Ethereum Null Address],rhea-myers-nbn,Rhea Myers,48a442ae-3003-483e-b107-e9d37ae694bc,Peer to Peer,ethereum,FeralfileExhibitionV3@0x2A86C5466f088caEbf94e071a77669BAe371CD87,2026-09-03T09:20:11Z,
Decentralized,Wheel of Life by Amir H. Fallah,82115197-d516-4bd8-8498-227aaf30eb12,derived:title by artist,derived:series.id,DECENTRALIZED,https://ipfs.bitmark.com/ipfs/QmYeouoC8uHxSQkPxSMbdNhWhdKAPJNhRU5CfGaAyF2rse,wheel-of-life-by-amir-h-fallah,Wheel of Life by Amir H. Fallah,true,FeralFile,Item,0x2A86C5466f088caEbf94e071a77669BAe371CD87,114509197042641126982266828896949519237122822493274123627313583916128762606677,3,200,Wheel of Life by Amir H. Fallah,82115197-d516-4bd8-8498-227aaf30eb12,True,,https://raw2.seadn.io/ethereum/0x2a86c5466f088caebf94e071a77669bae371cd87/3ee5627d6c5fa375f64ad85ed3cf921e.png,82115197-d516-4bd8-8498-227aaf30eb12,Wheel of Life,amir-fallah-fk4,Amir H. Fallah,48a442ae-3003-483e-b107-e9d37ae694bc,Peer to Peer,ethereum,FeralfileExhibitionV3@0x2A86C5466f088caEbf94e071a77669BAe371CD87,2026-09-03T09:19:54Z,
Decentralized,Winslow Homer’s Croquet Challenge by Mitchell F. Chan,91765bc5-8815-4620-8268-80516d531dc0,derived:title by artist,derived:series.id,DECENTRALIZED,https://ipfs.bitmark.com/ipfs/QmdJsH8rQY8TMAX4aiZj74m4cebnbE33HaQRDK1G9ZXNG9,winslow-homers-croquet-challenge-by-mitchell-f-cha,Winslow Homer’s Croquet Challenge by Mitchell F. Chan,true,FeralFile,Item,0x2A86C5466f088caEbf94e071a77669BAe371CD87,25811853076941608055270457512038717433705462539422789705262203111341130501195,3,200,Winslow Homer’s Croquet Challenge by Mitchell F. Chan,91765bc5-8815-4620-8268-80516d531dc0,True,https://cdn.feralfileassets.com/previews/91765bc5-8815-4620-8268-80516d531dc0/1668956899/?edition_number=435&blockchain=ethereum&contract=0x2A86C5466f088caEbf94e071a77669BAe371CD87&token_id=25811853076941608055270457512038717433705462539422789705262203111341130501195&token_id_hash=0x28d40d071a0cf6a7c4718bf82a06d71f3fa93cc61703e49d1947d09df9fe03e1,https://raw2.seadn.io/ethereum/0x2a86c5466f088caebf94e071a77669bae371cd87/785f2dac7b6c74eadee0e0fa4cf1684d.jpeg,91765bc5-8815-4620-8268-80516d531dc0,Winslow Homer’s Croquet Challenge,mitchell-f-chan-ep5,Mitchell F. Chan,48a442ae-3003-483e-b107-e9d37ae694bc,Peer to Peer,ethereum,FeralfileExhibitionV3@0x2A86C5466f088caEbf94e071a77669BAe371CD87,2026-09-03T09:20:18Z,
Decentralized,Peer to Peer Launch Party Exclusive by Feral File Publisher,053acd9a-2871-409b-a6e0-75a5c7ee2d06,derived:title by artist,derived:series.id,DECENTRALIZED,https://ipfs.bitmark.com/ipfs/QmTsNtW5ReGqDv4aDBvnQoGz4qwxcJ6iXH93LsAXcL6fEW,peer-to-peer-launch-party-exclusive-by-feral-file,Peer to Peer Launch Party Exclusive by Feral File,true,,Item,0xB14b42814895FC1B0A528a475f8A5b070eB4c671,78699651928734682435405714059803743525679482604631175298021532748554302218579,3,200,Peer to Peer Launch Party Exclusive by Feral File Publisher,053acd9a-2871-409b-a6e0-75a5c7ee2d06,True,https://cdn.feralfileassets.com/previews/053acd9a-2871-409b-a6e0-75a5c7ee2d06/1669722462/?edition_number=300&blockchain=ethereum&contract=0xb14b42814895fc1b0a528a475f8a5b070eb4c671&token_id=78699651928734682435405714059803743525679482604631175298021532748554302218579&token_id_hash=0x6681673590e89634922fde346aca8f977e4d02f9f4429ac4fb7732e5e49111b3,https://raw2.seadn.io/ethereum/0xb14b42814895fc1b0a528a475f8a5b070eb4c671/5310635610e33e02b67e03d96063e652.jpeg,053acd9a-2871-409b-a6e0-75a5c7ee2d06,Peer to Peer Launch Party Exclusive,gift-nft-2-to-those-who-attend-miami-party-8h8,Feral File Publisher,d35203cd-4af5-4d15-91fe-045ce2ea6455,Peer to Peer Launch Party Exclusive,ethereum,FeralfileExhibitionV3@0xB14b42814895FC1B0A528a475f8A5b070eB4c671,2026-09-03T09:22:00Z,
Decentralized,Tapestry by Sage Jenson,a3d23452-f377-4d0e-9a67-ecce7a182927,explicit:series.metadata.collectionName,derived:series.id,DECENTRALIZED,https://ipfs.bitmark.com/ipfs/QmSz7Hg6iUZ69LtGeixXQxNLh36sFbpG6matkWtoXmecA4/metadata.json,tapestry-by-sage-jenson,Tapestry by Sage Jenson,true,FeralFile,Item,0x513AC47320798fB6D74543242a9c0F686682998D,101362471285429083780124202340658617171206831615691583616293320663748173329692,1,200,Tapestry by Sage Jenson,a3d23452-f377-4d0e-9a67-ecce7a182927,True,,https://raw2.seadn.io/ethereum/0x513ac47320798fb6d74543242a9c0f686682998d/ae5e9beb84ba25b09f4cb5a80b17f52c.jpeg,a3d23452-f377-4d0e-9a67-ecce7a182927,Tapestry,tapestry-nfk,Sage Jenson,6fc37daa-bb2b-4cb4-993e-5414e6bd672d,Primordium,bitmark,FeralfileExhibitionV2@0x513AC47320798fB6D74543242a9c0F686682998D,2026-09-03T09:16:08Z,
Decentralized,CANCEL YOURSELF by Danielle Brathwaite-Shirley,ccb212b8-76cd-4c54-824a-266f33fe057d,derived:title by artist,derived:series.id,DECENTRALIZED,https://ipfs.io/ipfs/QmeBaULREjD8uYFeStBzfTSAvRkzyQ1f3wrvoeGkFVTxLT/5429577522081131997036023001590580143443575936,cancel-yourself-by-danielle-brathwaite-shirley,CANCEL YOURSELF by Danielle Brathwaite-Shirley,true,FeralFile,Item,0x1D9787369B1DCf709f92Da1d8743c2A4b6028a83,5429577522081131997036023001590580143443575936,3,200,CANCEL YOURSELF by Danielle Brathwaite-Shirley,ccb212b8-76cd-4c54-824a-266f33fe057d,True,https://ipfs2.seadn.io/ipfs/QmT14NZqQCavtDxfrJyh4d3BxutSj2VH6shWjXCm5xFyVB,https://raw2.seadn.io/ethereum/0x1d9787369b1dcf709f92da1d8743c2a4b6028a83/8c805a24d20d58088fb4f751eea170be.jpeg,ccb212b8-76cd-4c54-824a-266f33fe057d,CANCEL YOURSELF,cancel-yourself-yji,Danielle Brathwaite-Shirley,f3787e42-eaca-4005-aba1-ffa5b7c9c481,SOUND MACHINES,ethereum,FeralfileExhibitionV4@0x1D9787369B1DCf709f92Da1d8743c2A4b6028a83,2026-09-03T09:28:25Z,
Decentralized,Integrity Protocol / Lower Limb Lecture by American Artist and Tommy Martinez,471b892b-9373-4245-9b80-c6e5c706ae43,derived:title by artist,derived:series.id,DECENTRALIZED,https://ipfs.io/ipfs/QmeBaULREjD8uYFeStBzfTSAvRkzyQ1f3wrvoeGkFVTxLT/5429577522081131997036023001590580143444575936,integrity-protocol-lower-limb-lecture-by-american,Integrity Protocol / Lower Limb Lecture by American Artist and Tommy Martinez,true,FeralFile,Item,0x1D9787369B1DCf709f92Da1d8743c2A4b6028a83,5429577522081131997036023001590580143444575936,3,200,Integrity Protocol / Lower Limb Lecture by American Artist and Tommy Martinez,471b892b-9373-4245-9b80-c6e5c706ae43,True,https://ipfs2.seadn.io/ipfs/QmS69vCbtorL3fuF2rWSyjo8gQjTr6r3UzKgwy3g2wVfHB,https://raw2.seadn.io/ethereum/0x1d9787369b1dcf709f92da1d8743c2a4b6028a83/b006da10e552d628e4c6a8784941ad62.jpeg,471b892b-9373-4245-9b80-c6e5c706ae43,Integrity Protocol / Lower Limb Lecture,integrity-protocol-lower-limb-lecture-cop,American Artist and Tommy Martinez,f3787e42-eaca-4005-aba1-ffa5b7c9c481,SOUND MACHINES,ethereum,FeralfileExhibitionV4@0x1D9787369B1DCf709f92Da1d8743c2A4b6028a83,2026-09-03T09:28:28Z,
Decentralized,Integrity Protocol Lyrics Video by American Artist and Tommy Martinez,a15bd8e4-2e6e-4839-9c2b-c2fd98bd7b47,derived:title by artist,derived:series.id,DECENTRALIZED,https://ipfs.io/ipfs/QmeBaULREjD8uYFeStBzfTSAvRkzyQ1f3wrvoeGkFVTxLT/5429577522081131997036023001590580143447575936,integrity-protocol-lyrics-video-by-american-artist,Integrity Protocol Lyrics Video by American Artist and Tommy Martinez,true,FeralFile,Item,0x1D9787369B1DCf709f92Da1d8743c2A4b6028a83,5429577522081131997036023001590580143447575936,3,200,Integrity Protocol Lyrics Video by American Artist and Tommy Martinez,a15bd8e4-2e6e-4839-9c2b-c2fd98bd7b47,True,https://raw2.seadn.io/ethereum/0x1d9787369b1dcf709f92da1d8743c2a4b6028a83/bf02564aa689f13ece3aa692fe67667d.mp4,https://raw2.seadn.io/ethereum/0x1d9787369b1dcf709f92da1d8743c2a4b6028a83/0ec7dcb9aa40f56591bf667b15464f2d.png,a15bd8e4-2e6e-4839-9c2b-c2fd98bd7b47,Integrity Protocol Lyrics Video,integrity-protocol-lyrics-video-nbz,American Artist and Tommy Martinez,f3787e42-eaca-4005-aba1-ffa5b7c9c481,SOUND MACHINES,ethereum,FeralfileExhibitionV4@0x1D9787369B1DCf709f92Da1d8743c2A4b6028a83,2026-09-03T09:28:42Z,
Decentralized,PAYPHONE by 0xDEAFBEEF,cccecf88-6d8f-485f-9358-0def21bc4ad7,derived:title by artist,derived:series.id,DECENTRALIZED,https://ipfs.io/ipfs/QmeBaULREjD8uYFeStBzfTSAvRkzyQ1f3wrvoeGkFVTxLT/339348595130070749814751437599411258966098496,payphone-by-0xdeafbeef,PAYPHONE by 0xDEAFBEEF,true,FeralFile,Item,0x1D9787369B1DCf709f92Da1d8743c2A4b6028a83,339348595130070749814751437599411258966098496,3,200,PAYPHONE by 0xDEAFBEEF,cccecf88-6d8f-485f-9358-0def21bc4ad7,True,,https://raw2.seadn.io/ethereum/0x1d9787369b1dcf709f92da1d8743c2a4b6028a83/5fef95a27c3b2380d2571db9cb8f0d0e.png,cccecf88-6d8f-485f-9358-0def21bc4ad7,PAYPHONE,payphone-3vd,0xDEAFBEEF,f3787e42-eaca-4005-aba1-ffa5b7c9c481,SOUND MACHINES,ethereum,FeralfileExhibitionV4@0x1D9787369B1DCf709f92Da1d8743c2A4b6028a83,2026-09-03T09:28:21Z,
Decentralized,Play from Memory by Holly Herndon and Mat Dryhurst,8d8e8feb-da80-4dc4-b2f0-b7c7a3472f29,derived:title by artist,derived:series.id,DECENTRALIZED,https://ipfs.io/ipfs/QmeBaULREjD8uYFeStBzfTSAvRkzyQ1f3wrvoeGkFVTxLT/5429577522081131997036023001590580143445575940,play-from-memory-by-holly-herndon-and-mat-dryhurst,Play from Memory by Holly Herndon and Mat Dryhurst,true,FeralFile,Item,0x1D9787369B1DCf709f92Da1d8743c2A4b6028a83,5429577522081131997036023001590580143445575940,3,200,Play from Memory by Holly Herndon and Mat Dryhurst,8d8e8feb-da80-4dc4-b2f0-b7c7a3472f29,True,https://raw2.seadn.io/ethereum/0x1d9787369b1dcf709f92da1d8743c2a4b6028a83/10a95cc97d9930e75c973cdb70207b24.mp4,https://raw2.seadn.io/ethereum/0x1d9787369b1dcf709f92da1d8743c2a4b6028a83/f56468ae62f456851895a2f98499af37.png,8d8e8feb-da80-4dc4-b2f0-b7c7a3472f29,Play from Memory,play-from-memory-xyq,Holly Herndon and Mat Dryhurst,f3787e42-eaca-4005-aba1-ffa5b7c9c481,SOUND MACHINES,ethereum,FeralfileExhibitionV4@0x1D9787369B1DCf709f92Da1d8743c2A4b6028a83,2026-09-03T09:28:36Z,
Decentralized,SOUND PIECE V by Yoko Ono,a8cefd59-fd74-4ac1-9cdc-c91d1ef56e7e,explicit:series.metadata.collectionName,explicit:series.metadata.collectionUUID,DECENTRALIZED,https://ipfs.io/ipfs/QmeBaULREjD8uYFeStBzfTSAvRkzyQ1f3wrvoeGkFVTxLT/5429577522081131997036023001590580143446575936,sound-piece-v-by-yoko-ono,SOUND PIECE V by Yoko Ono,true,FeralFile,Item,0x1D9787369B1DCf709f92Da1d8743c2A4b6028a83,5429577522081131997036023001590580143446575936,3,200,SOUND PIECE V by Yoko Ono,a8cefd59-fd74-4ac1-9cdc-c91d1ef56e7e,True,https://ipfs2.seadn.io/ipfs/QmPoBeKSUPW4rZDLvycxTM6iPQyPJvxDjZirHS8r2YX8Me,https://raw2.seadn.io/ethereum/0x1d9787369b1dcf709f92da1d8743c2a4b6028a83/84d330ca090d0012f5b5ee1c12e6ef64.jpeg,a8cefd59-fd74-4ac1-9cdc-c91d1ef56e7e,SOUND PIECE V,sound-piece-v-qyn,Yoko Ono,f3787e42-eaca-4005-aba1-ffa5b7c9c481,SOUND MACHINES,ethereum,FeralfileExhibitionV4@0x1D9787369B1DCf709f92Da1d8743c2A4b6028a83,2026-09-03T09:28:39Z,
Decentralized,SOUND PIECE V by Yoko Ono,a8cefd59-fd74-4ac1-9cdc-c91d1ef56e7e,explicit:series.metadata.collectionName,explicit:series.metadata.collectionUUID,DECENTRALIZED,https://ipfs.io/ipfs/QmeBaULREjD8uYFeStBzfTSAvRkzyQ1f3wrvoeGkFVTxLT/5429577522081131997036023001590580143450575936,sound-piece-v-by-yoko-ono,SOUND PIECE V by Yoko Ono,true,FeralFile,Item,0x1D9787369B1DCf709f92Da1d8743c2A4b6028a83,5429577522081131997036023001590580143450575936,1,200,SOUND PIECE V by Yoko Ono,a8cefd59-fd74-4ac1-9cdc-c91d1ef56e7e,True,https://ipfs2.seadn.io/ipfs/QmRz8Fdb9j6j7BFdN8YorW9XN6LUV4Mk8xixRTmgC1UaRk,https://raw2.seadn.io/ethereum/0x1d9787369b1dcf709f92da1d8743c2a4b6028a83/84d330ca090d0012f5b5ee1c12e6ef64.jpeg,faa810f7-7b75-4c02-bf8a-b7447a89c921,SOUND PIECE V,sound-piece-v-ksl,Yoko Ono,f3787e42-eaca-4005-aba1-ffa5b7c9c481,SOUND MACHINES,ethereum,FeralfileExhibitionV4@0x1D9787369B1DCf709f92Da1d8743c2A4b6028a83,2026-09-03T09:28:52Z,
Decentralized,Vox Anima by 0xDEAFBEEF,67ab07f9-3dc5-4758-a560-c3d2347523b8,derived:title by artist,derived:series.id,DECENTRALIZED,https://ipfs.io/ipfs/QmeBaULREjD8uYFeStBzfTSAvRkzyQ1f3wrvoeGkFVTxLT/5429577522081131997036023001590580143449575936,vox-anima-by-0xdeafbeef,Vox Anima by 0xDEAFBEEF,true,FeralFile,Item,0x1D9787369B1DCf709f92Da1d8743c2A4b6028a83,5429577522081131997036023001590580143449575936,3,200,Vox Anima by 0xDEAFBEEF,67ab07f9-3dc5-4758-a560-c3d2347523b8,True,https://raw2.seadn.io/ethereum/0x1d9787369b1dcf709f92da1d8743c2a4b6028a83/ad0ca3c7e495615e1cefda234a9abe6f.mov,https://raw2.seadn.io/ethereum/0x1d9787369b1dcf709f92da1d8743c2a4b6028a83/62c1309f4f6c16a9fd1ef8a936030845.png,67ab07f9-3dc5-4758-a560-c3d2347523b8,Vox Anima,vox_anima_kfj,0xDEAFBEEF,f3787e42-eaca-4005-aba1-ffa5b7c9c481,SOUND MACHINES,ethereum,FeralfileExhibitionV4@0x1D9787369B1DCf709f92Da1d8743c2A4b6028a83,2026-09-03T09:28:49Z,
Decentralized,Bridges by HP,97846526-0283-4d34-8316-a8dd84c4dabf,derived:title by artist,derived:series.id,DECENTRALIZED,https://ipfs.io/ipfs/QmamwG2hcNB2NJTmjQdnvnYqLPzMNqCWXLEe8GUonWyFjV/,ffv3-test-1,FFV3 - Test 1,false,FFDev,Item,0xA29a5824E2A52d15836f1780277d7218b0Ca244b,48254053535232695465975491631193342993463969128096835740202304168414666332474,3,200,Bridges by HP,97846526-0283-4d34-8316-a8dd84c4dabf,True,,,97846526-0283-4d34-8316-a8dd84c4dabf,Bridges,bridges-kb2,HP,2b5e91d6-7a87-4b0d-a7ed-b837f889cf87,Smooth,ethereum,FeralfileExhibitionV3@0xA29a5824E2A52d15836f1780277d7218b0Ca244b,2026-09-03T09:21:50Z,
Decentralized,Inaugural SuperBridge Summit by Superbridge Council,d80846db-92be-4351-b66d-b8956c67e76b,derived:title by artist,derived:series.id,DECENTRALIZED,https://ipfs.bitmark.com/ipfs/QmXmXTAuKy2BbMi7QQYtmRCbp8WLMWL7TUQwQaNfDbKcik,inaugural-superbridge-summit-by-superbridge-counci,Inaugural SuperBridge Summit by Superbridge Council,false,,Item,0x772A3C476461C041FeAC146A86113d7b14712653,97803709783000359978775308090368854543289226140119048904522141974966693434614,3,200,Inaugural SuperBridge Summit by Superbridge Council,d80846db-92be-4351-b66d-b8956c67e76b,True,,https://raw2.seadn.io/ethereum/0x772a3c476461c041feac146a86113d7b14712653/3605c23d3b7a4244b66e1f3845035546.jpeg,d80846db-92be-4351-b66d-b8956c67e76b,Inaugural SuperBridge Summit,superbridge-summit-dubai-paul-m-kdj,Superbridge Council,fa95d223-bb12-45e7-982c-be8efe78c517,SuperBridge Summit Dubai,ethereum,FeralfileExhibitionV3@0x772A3C476461C041FeAC146A86113d7b14712653,2026-09-03T09:28:02Z,
Decentralized,A broken symmetry — the cat's parabola by HAL09999,e97db658-5ee9-4ddb-91ac-cdaa1e5b1363,derived:title by artist,derived:series.id,DECENTRALIZED,https://ipfs.io/ipfs/QmQjzvrvZjzNGiqQhTGsiHeTpb9FmEcjCVWxVySf5FANC1/2439046679443273982118864381573244666659869184,a-broken-symmetry-the-cat-s-parabola-by-hal09999,A broken symmetry — the cat's parabola by HAL09999,true,FeralFile,Item,0xBb12686c360e9057be3CD031140035A705e19ceC,2439046679443273982118864381573244666659869184,3,200,A broken symmetry — the cat's parabola by HAL09999,e97db658-5ee9-4ddb-91ac-cdaa1e5b1363,True,,https://raw2.seadn.io/ethereum/0xbb12686c360e9057be3cd031140035a705e19cec/016f0d3490efc05084fc3e7a72e76cce.png,e97db658-5ee9-4ddb-91ac-cdaa1e5b1363,A broken symmetry — the cat's parabola,a-broken-symmetry-the-cats-parabola-npu,HAL09999,6d5ee1fb-91ce-41ea-b81a-6b2f2b42e297,Truth,ethereum,FeralfileExhibitionV4@0xBb12686c360e9057be3CD031140035A705e19ceC,2026-09-03T09:27:36Z,
