collection_uuid,collection_name,series_id,series_title,exhibition,eth_contracts,note
d90151ff-0159-4973-a7a6-724b04c01547,Messenger (fragment) by Auriea Harvey,d90151ff-0159-4973-a7a6-724b04c01547,Messenger (fragment),Gray Matter,0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5,
5d67190d-28d7-493c-85c8-563c32de44ff,Mumble by Auriea Harvey,5d67190d-28d7-493c-85c8-563c32de44ff,Mumble,Gray Matter,0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5,
f15bce66-da54-4f05-bc29-7ef15202b0c3,The Hand-Heart Problem by Auriea Harvey,f15bce66-da54-4f05-bc29-7ef15202b0c3,The Hand-Heart Problem,Gray Matter,0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5,
7f70faea-dc2a-4613-b758-b53b9bd6d00d,White Rest by Auriea Harvey,7f70faea-dc2a-4613-b758-b53b9bd6d00d,White Rest,Gray Matter,0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5,
9c797f06-41e2-4aa4-abfe-489485bea17e,ba-eye by Auriea Harvey,9c797f06-41e2-4aa4-abfe-489485bea17e,ba-eye,Gray Matter,0x6e82e4B398Ca4137007ba69ddD6FF699334d13b5,
47f31603-9721-403b-94b5-d24ab9fb8256,A Picture Can’t Take Me by Cibelle Cavalli Bastos,47f31603-9721-403b-94b5-d24ab9fb8256,A Picture Can’t Take Me,I KNOW – On the aesthetic of truth,0xE46A41b840176b62983FC71162dc9faEAC4D9bcB,
c6befe2e-1934-40ce-958c-2011e425c511,A Picture Can’t Take My Elan Vital by Cibelle Cavalli Bastos,c6befe2e-1934-40ce-958c-2011e425c511,A Picture Can’t Take My Elan Vital,I KNOW – On the aesthetic of truth,0xE46A41b840176b62983FC71162dc9faEAC4D9bcB,
3715c273-d19e-445f-ae02-61876334f1a7,Perfectionism is a weakness by Claudia Hart,3715c273-d19e-445f-ae02-61876334f1a7,Perfectionism is a weakness,I KNOW – On the aesthetic of truth,0xE46A41b840176b62983FC71162dc9faEAC4D9bcB,
bc82d0fb-eede-4947-aa97-fe085f46f0b4,"Prophecy, nullification algorithm, shaman, conspiracy by aaajiao",bc82d0fb-eede-4947-aa97-fe085f46f0b4,"Prophecy, nullification algorithm, shaman, conspiracy",I KNOW – On the aesthetic of truth,0xE46A41b840176b62983FC71162dc9faEAC4D9bcB,
6ed56114-2768-4625-84a9-7eda5baad6b8,The Art of Survival: Aphorisms by an Old Girl by Claudia Hart,6ed56114-2768-4625-84a9-7eda5baad6b8,The Art of Survival: Aphorisms by an Old Girl,I KNOW – On the aesthetic of truth,0xE46A41b840176b62983FC71162dc9faEAC4D9bcB,
9798c1fd-ccf2-4e2e-be26-fe146a398c85,"Turandot 2070, Lovers I  by AES+F",9798c1fd-ccf2-4e2e-be26-fe146a398c85,"Turandot 2070, Lovers I ",I KNOW – On the aesthetic of truth,0xE46A41b840176b62983FC71162dc9faEAC4D9bcB,
d78f0375-3173-4a51-a52e-a211b79acf88,"Turandot 2070, Lynx Avatar by AES+F",d78f0375-3173-4a51-a52e-a211b79acf88,"Turandot 2070, Lynx Avatar",I KNOW – On the aesthetic of truth,0xE46A41b840176b62983FC71162dc9faEAC4D9bcB,
35086e3e-d2da-44c8-9806-87543a47c1b9,Unzip by aaajiao,35086e3e-d2da-44c8-9806-87543a47c1b9,Unzip,I KNOW – On the aesthetic of truth,0xE46A41b840176b62983FC71162dc9faEAC4D9bcB,
b5621c75-70f9-430f-852e-9d8fd9318917,Yehwan Song Artwork 1 by Yehwan Song,b5621c75-70f9-430f-852e-9d8fd9318917,Yehwan Song Artwork 1,I KNOW – On the aesthetic of truth,0xE46A41b840176b62983FC71162dc9faEAC4D9bcB,
5d391c2a-8e9e-47ea-ac7d-79ff203e3095,Yehwan Song Artwork 2 by Yehwan Song,5d391c2a-8e9e-47ea-ac7d-79ff203e3095,Yehwan Song Artwork 2,I KNOW – On the aesthetic of truth,0xE46A41b840176b62983FC71162dc9faEAC4D9bcB,
ea32ccaf-798b-4ece-8505-fa77ef23f8b8,Allure of the Poppy by Anna Luisa Petrisko,ea32ccaf-798b-4ece-8505-fa77ef23f8b8,Allure of the Poppy,In Medias Res,0x835dF7CC88D8BC51FCbb6a7FDED0BBE1ec020273,
b20f2fe2-ab82-400a-8ae5-3b72ed58c2d2,Arid Articulations by Ellie Pritts,b20f2fe2-ab82-400a-8ae5-3b72ed58c2d2,Arid Articulations,In Medias Res,0x835dF7CC88D8BC51FCbb6a7FDED0BBE1ec020273,
56c897f3-d2cc-45f0-91b7-50869bf7521c,Drive Time by Casey Kauffmann,56c897f3-d2cc-45f0-91b7-50869bf7521c,Drive Time,In Medias Res,0x835dF7CC88D8BC51FCbb6a7FDED0BBE1ec020273,
4ae268d4-aef9-4cc9-82ff-f2fb2dfe0351,Echoloji by Tuna Bora,4ae268d4-aef9-4cc9-82ff-f2fb2dfe0351,Echoloji,In Medias Res,0x835dF7CC88D8BC51FCbb6a7FDED0BBE1ec020273,
3f8acc82-4e82-42d0-b677-80a50429ea37,FeralFemme Huntrezz by Huntrezz Janos,3f8acc82-4e82-42d0-b677-80a50429ea37,FeralFemme Huntrezz,In Medias Res,0x835dF7CC88D8BC51FCbb6a7FDED0BBE1ec020273,
808dd840-8507-4b49-aa56-4f7562f8367d,LA Hal-mee-mee by Wednesday Kim,808dd840-8507-4b49-aa56-4f7562f8367d,LA Hal-mee-mee,In Medias Res,0x835dF7CC88D8BC51FCbb6a7FDED0BBE1ec020273,
b437d005-0b6b-401e-8998-d26a0f95635c,New Landscapes 2023 by Petra Cortright,b437d005-0b6b-401e-8998-d26a0f95635c,New Landscapes 2023,In Medias Res,0x835dF7CC88D8BC51FCbb6a7FDED0BBE1ec020273,
f9ae424a-a13e-4c84-a3af-2a231180ea4a,Television Figures  by JJStratford,f9ae424a-a13e-4c84-a3af-2a231180ea4a,Television Figures ,In Medias Res,0x835dF7CC88D8BC51FCbb6a7FDED0BBE1ec020273,
1ce507c4-7007-4dbb-a32c-46dfa9c8e70a,Waabanishimo: Miigaazh (She Dances Till Daylight: Fight) by Eve-Lauryn LaFountain,1ce507c4-7007-4dbb-a32c-46dfa9c8e70a,Waabanishimo: Miigaazh (She Dances Till Daylight: Fight),In Medias Res,0x835dF7CC88D8BC51FCbb6a7FDED0BBE1ec020273,
94f4a7aa-833f-44fd-8047-101faee9cb4d,Blonde Braids Study II by Minne Atairu,94f4a7aa-833f-44fd-8047-101faee9cb4d,Blonde Braids Study II,In/Visible,0xfD9FdFAC71Bbc7DD5C7176644De7Fbfd1A6825ee,
0fc999f8-144b-48c9-99e1-b1b6968cc29f,Chez Jo by Linda Dounia,0fc999f8-144b-48c9-99e1-b1b6968cc29f,Chez Jo,In/Visible,0xfD9FdFAC71Bbc7DD5C7176644De7Fbfd1A6825ee,
5810d154-74d0-4933-9073-554beaae1baf,Cities and spaceships by Rayan Elnayal,5810d154-74d0-4933-9073-554beaae1baf,Cities and spaceships,In/Visible,0xfD9FdFAC71Bbc7DD5C7176644De7Fbfd1A6825ee,
3984aa55-0f95-4d0c-a612-bec090616795,Confetti by Nygilia,3984aa55-0f95-4d0c-a612-bec090616795,Confetti,In/Visible,0xfD9FdFAC71Bbc7DD5C7176644De7Fbfd1A6825ee,
49766925-db57-4be6-956d-af5aaa26cda5,PERCEIVED by Serwah Attafuah,49766925-db57-4be6-956d-af5aaa26cda5,PERCEIVED,In/Visible,0xfD9FdFAC71Bbc7DD5C7176644De7Fbfd1A6825ee,
de8b2c0b-e057-46b9-9650-a6455066bd5a,Planet Hibiscus by Adaeze Okaro,de8b2c0b-e057-46b9-9650-a6455066bd5a,Planet Hibiscus,In/Visible,0xfD9FdFAC71Bbc7DD5C7176644De7Fbfd1A6825ee,
29c87f89-fd35-4294-8e26-3cdc022d00c6,Proof of Spirit — Act II by AFROSCOPE,29c87f89-fd35-4294-8e26-3cdc022d00c6,Proof of Spirit — Act II,In/Visible,0xfD9FdFAC71Bbc7DD5C7176644De7Fbfd1A6825ee,
ddb59010-2a33-4f5c-9559-58e30b281704,Summer Edition by Zoe Osborne,ddb59010-2a33-4f5c-9559-58e30b281704,Summer Edition,In/Visible,0xfD9FdFAC71Bbc7DD5C7176644De7Fbfd1A6825ee,
54adc6ea-44e7-4ba2-b9d0-a5f834f40d50,The Idunnos by Jah.,54adc6ea-44e7-4ba2-b9d0-a5f834f40d50,The Idunnos,In/Visible,0xfD9FdFAC71Bbc7DD5C7176644De7Fbfd1A6825ee,
0b221b59-2dfd-415e-9db7-0d580cb0c0da,UNTITLED by Arclight,0b221b59-2dfd-415e-9db7-0d580cb0c0da,UNTITLED,In/Visible,0xfD9FdFAC71Bbc7DD5C7176644De7Fbfd1A6825ee,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,87eafff7-a8c6-4d3f-bc51-3e23bc745125,Infinite Entropy 1,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,11b4449b-e435-4737-bd14-81cd3366ac89,Infinite Entropy 10,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,3aca483a-59b7-4839-b66e-74d5e75c4735,Infinite Entropy 11,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,8fc2a19f-4393-4fa4-aee0-91c365232cef,Infinite Entropy 12,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,2e68b1a3-6370-4ad5-af12-153de80637eb,Infinite Entropy 13,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,1fdd923d-91f0-4b28-a51a-8d01da7cc562,Infinite Entropy 14,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,47ab1047-708d-4f36-b5de-68e5995e175f,Infinite Entropy 15,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,f0750b82-282e-4eed-bdba-c4fb023fb684,Infinite Entropy 16,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,b4a46d9c-fa16-4a2c-a11d-03b49d5b1e63,Infinite Entropy 17,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,fe324a25-a5b3-4b17-bae4-8d4109f01fe7,Infinite Entropy 18,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,37e6066c-9997-4939-ac9a-e92685e71cf6,Infinite Entropy 19,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,4f69d4eb-5f33-4d3b-a0ac-cc4189bf1f83,Infinite Entropy 2,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,no tokens minted on-chain yet
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,30780351-fa82-47f1-9a2d-7d331f460995,Infinite Entropy 20,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,6dde453e-259f-49b7-b5db-02c7a41d049b,Infinite Entropy 21,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,ee826cf5-9273-4b58-850c-0615668d9e2d,Infinite Entropy 22,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,34f52c05-cde0-4dee-880b-df96eebf37be,Infinite Entropy 23,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,df6a7f8d-effe-4b0f-99e0-62a5924e5ee6,Infinite Entropy 24,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,17b11372-d1b1-405a-8b54-13b3e1a0738e,Infinite Entropy 25,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,ed25109e-3e36-429d-aafd-a9cd12f854fb,Infinite Entropy 3,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,23d93636-48be-42be-8b9c-59083b481079,Infinite Entropy 4,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,43f6164c-d901-4e87-815a-c6689d05b48f,Infinite Entropy 5,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,f97bf0da-0630-4847-952a-902060b8081c,Infinite Entropy 6,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,4ac90d22-2b94-4dad-8685-3df950746010,Infinite Entropy 7,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,1b6bd73c-b612-4c24-a837-e5afe08616f7,Infinite Entropy 8,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
71513905-f7b2-4ac1-b617-0d41123b3639,Infinite Entropy by Rafaël Rozendaal,cf44b110-3b40-471a-8415-c805c80baae9,Infinite Entropy 9,Infinite Entropy,0x0A5c44da5F71B884c16A195CeC304F47ac0233CF,
cf435a8a-c4df-4606-9acc-809217ab367b,24/7 by Guido Segni,cf435a8a-c4df-4606-9acc-809217ab367b,24/7,Instructions Follow,0x1d5bdC75918600541C115b74b81a404C9E4AF7D4,
4f3fe912-d226-48b1-8120-56566426d110,Are Smart Machines Alive? by Irma Marco,4f3fe912-d226-48b1-8120-56566426d110,Are Smart Machines Alive?,Instructions Follow,0x1d5bdC75918600541C115b74b81a404C9E4AF7D4,
6b095c1c-b367-4f4c-b583-6f0ae975e463,Each and Every Command by Martin John Callanan,6b095c1c-b367-4f4c-b583-6f0ae975e463,Each and Every Command,Instructions Follow,0x1d5bdC75918600541C115b74b81a404C9E4AF7D4,
a1b6689f-5236-471a-97a6-70ea0879dd42,Emergence by Alba G. Corral,a1b6689f-5236-471a-97a6-70ea0879dd42,Emergence,Instructions Follow,0x1d5bdC75918600541C115b74b81a404C9E4AF7D4,
91a3ea94-f606-40a9-9e39-611bdcb46fdd,Just in case by Thierry Fournier,91a3ea94-f606-40a9-9e39-611bdcb46fdd,Just in case,Instructions Follow,0x1d5bdC75918600541C115b74b81a404C9E4AF7D4,
6e0b8c01-5b11-4ceb-b40a-c1d8efa4a66a,Minos by Antoine Schmitt,6e0b8c01-5b11-4ceb-b40a-c1d8efa4a66a,Minos,Instructions Follow,0x1d5bdC75918600541C115b74b81a404C9E4AF7D4,
fe63cbf2-7377-4497-919b-853dd22c63e7,Neonumens by Soliman Lopez,fe63cbf2-7377-4497-919b-853dd22c63e7,Neonumens,Instructions Follow,0x1d5bdC75918600541C115b74b81a404C9E4AF7D4,
47db4cae-c786-4bb3-8735-e932ab81ed7f,Predictive Art Bot by Disnovation.org,47db4cae-c786-4bb3-8735-e932ab81ed7f,Predictive Art Bot,Instructions Follow,0x1d5bdC75918600541C115b74b81a404C9E4AF7D4,
746f680d-9a6c-4125-9486-3271bdbe7e6e,Sigils by Alix Desaubliaux,746f680d-9a6c-4125-9486-3271bdbe7e6e,Sigils,Instructions Follow,0x1d5bdC75918600541C115b74b81a404C9E4AF7D4,
496bd7c1-d524-44fd-b8d6-9eb03fb9f320,Signal of the World by Varvara & Mar,496bd7c1-d524-44fd-b8d6-9eb03fb9f320,Signal of the World,Instructions Follow,0x1d5bdC75918600541C115b74b81a404C9E4AF7D4,
51a53d4e-c60f-4582-8edc-c9998ed40a24,Ultimate Solvers by Joana Moll,51a53d4e-c60f-4582-8edc-c9998ed40a24,Ultimate Solvers,Instructions Follow,0x1d5bdC75918600541C115b74b81a404C9E4AF7D4,
f2db8c40-a2fb-4a93-be03-75ce3b3133f3,What do you want me to say? by Lauren Lee McCarthy,f2db8c40-a2fb-4a93-be03-75ce3b3133f3,What do you want me to say?,Instructions Follow,0x1d5bdC75918600541C115b74b81a404C9E4AF7D4,
8bf192b1-5fc9-4bca-8156-a2e4c087df06,Material World Knight by Lu Yang,07f145a0-1131-4366-a422-a6e18999d054,Material World Knight: Bardo Tunnel,Material Wonderland,0x8f30722dd16BD63cF2665C383c1aEf5e307B0046,
8bf192b1-5fc9-4bca-8156-a2e4c087df06,Material World Knight by Lu Yang,ce6dc4ca-13d5-4cda-ba15-9d3201873384,Material World Knight: Fight the Universe,Material Wonderland,0x8f30722dd16BD63cF2665C383c1aEf5e307B0046,
8bf192b1-5fc9-4bca-8156-a2e4c087df06,Material World Knight by Lu Yang,b45f236a-f29f-4e0a-94b4-e894cb7566e7,Material World Knight: Fighting Mode,Material Wonderland,0x8f30722dd16BD63cF2665C383c1aEf5e307B0046,
8bf192b1-5fc9-4bca-8156-a2e4c087df06,Material World Knight by Lu Yang,c570b9bd-d434-4e95-8295-801cc9458b03,Material World Knight: Flying Mode,Material Wonderland,0x8f30722dd16BD63cF2665C383c1aEf5e307B0046,
8bf192b1-5fc9-4bca-8156-a2e4c087df06,Material World Knight by Lu Yang,866f3fab-e74a-46fe-ba92-651b95e356e9,Material World Knight: Full Armed Fighting Mode,Material Wonderland,0x8f30722dd16BD63cF2665C383c1aEf5e307B0046,
8bf192b1-5fc9-4bca-8156-a2e4c087df06,Material World Knight by Lu Yang,c281ce58-3507-4f6f-bb15-540a88ee553f,Material World Knight: Giant Heart,Material Wonderland,0x8f30722dd16BD63cF2665C383c1aEf5e307B0046,
8bf192b1-5fc9-4bca-8156-a2e4c087df06,Material World Knight by Lu Yang,af10361f-ee39-4e5b-88d0-6c43e8d9bab5,Material World Knight: Head Forest,Material Wonderland,0x8f30722dd16BD63cF2665C383c1aEf5e307B0046,
f2cabb51-5eae-48a7-ba16-fc847c23e0fe,Material World Knight Poster by Lu Yang,f2cabb51-5eae-48a7-ba16-fc847c23e0fe,Material World Knight: Poster,Material Wonderland,0x8f30722dd16BD63cF2665C383c1aEf5e307B0046,
8bf192b1-5fc9-4bca-8156-a2e4c087df06,Material World Knight by Lu Yang,412568f3-8e46-4058-baa8-b2d907578f0c,Material World Knight: Vajra Power,Material Wonderland,0x8f30722dd16BD63cF2665C383c1aEf5e307B0046,
b568cb2d-07bf-4019-b484-cb4b017eeede,N=12,21cbc74d-faf2-4c7c-b0c7-41b79eb8bf2d,256 Kill-Screen,N=12,0xF51bFC40C10289246e5BBa7afEDeB8cF976c3250,
b568cb2d-07bf-4019-b484-cb4b017eeede,N=12,42ebab42-b930-43f9-8133-261dd30367f6,Balls to the Walls,N=12,0xF51bFC40C10289246e5BBa7afEDeB8cF976c3250,
b568cb2d-07bf-4019-b484-cb4b017eeede,N=12,0ed50f6e-e7e6-47b4-9a32-7eb061751de6,Beautiful Silence,N=12,0xF51bFC40C10289246e5BBa7afEDeB8cF976c3250,
b568cb2d-07bf-4019-b484-cb4b017eeede,N=12,15cc0e38-fabd-4529-907d-e71cf143ce85,Beeldelementen,N=12,0xF51bFC40C10289246e5BBa7afEDeB8cF976c3250,
b568cb2d-07bf-4019-b484-cb4b017eeede,N=12,806c328d-40b5-4f28-b565-f565dad97c34,Crosstalk,N=12,0xF51bFC40C10289246e5BBa7afEDeB8cF976c3250,
b568cb2d-07bf-4019-b484-cb4b017eeede,N=12,63a3a1a6-ae51-4554-85ae-4ee50df1b72a,Emergence,N=12,0xF51bFC40C10289246e5BBa7afEDeB8cF976c3250,
b568cb2d-07bf-4019-b484-cb4b017eeede,N=12,921dce6f-5174-4d9e-9d6b-9ef26f628231,Oscillation II,N=12,0xF51bFC40C10289246e5BBa7afEDeB8cF976c3250,
b568cb2d-07bf-4019-b484-cb4b017eeede,N=12,e1e6cc4c-f2c9-400b-82b0-f46d291ebf6b,Resonances,N=12,0xF51bFC40C10289246e5BBa7afEDeB8cF976c3250,
b568cb2d-07bf-4019-b484-cb4b017eeede,N=12,7392c74e-cb0f-4be7-b4e4-26b9cad0499d,Superbloom,N=12,0xF51bFC40C10289246e5BBa7afEDeB8cF976c3250,
b568cb2d-07bf-4019-b484-cb4b017eeede,N=12,707b6615-585d-4705-8dc1-36ce89b629ca,Tessellate,N=12,0xF51bFC40C10289246e5BBa7afEDeB8cF976c3250,
b568cb2d-07bf-4019-b484-cb4b017eeede,N=12,cbdf21b6-9875-4060-85b1-75d966086c52,Text Me When You Get Home,N=12,0xF51bFC40C10289246e5BBa7afEDeB8cF976c3250,
b568cb2d-07bf-4019-b484-cb4b017eeede,N=12,87739d13-4997-4d0a-95b7-f1b03c603914,wavʌves,N=12,0xF51bFC40C10289246e5BBa7afEDeB8cF976c3250,
4819d9cd-0d02-47a0-b03f-782904a185cb,A(nn)i’s Phantom Obsessions by Ann Hirsch,4819d9cd-0d02-47a0-b03f-782904a185cb,A(nn)i’s Phantom Obsessions,Net Evil,0x115C9A6118bC7a3EB0aBD30f6BCF1C45Bb198AEd,
8a8bbaf1-42d3-426b-b16a-d44344988ade,Bobalina Gala by Lorna Mills,8a8bbaf1-42d3-426b-b16a-d44344988ade,Bobalina Gala,Net Evil,0x115C9A6118bC7a3EB0aBD30f6BCF1C45Bb198AEd,
b9c75754-0a64-42eb-9170-23ef11fc2f3d,Curse Reversed by Lorna Mills,b9c75754-0a64-42eb-9170-23ef11fc2f3d,Curse Reversed,Net Evil,0x115C9A6118bC7a3EB0aBD30f6BCF1C45Bb198AEd,
5ad273eb-a00f-43a6-80a1-9eca7f4b201d,Hard Copy by Maya Man,5ad273eb-a00f-43a6-80a1-9eca7f4b201d,Hard Copy,Net Evil,0x115C9A6118bC7a3EB0aBD30f6BCF1C45Bb198AEd,
ada23b29-83b7-4dfc-8ca3-b8ecb4a07dde,Ina Said Hello by Lorna Mills,ada23b29-83b7-4dfc-8ca3-b8ecb4a07dde,Ina Said Hello,Net Evil,0x115C9A6118bC7a3EB0aBD30f6BCF1C45Bb198AEd,
07a06d03-ebd2-4db1-bb86-b58e879f8d78,Money Vortex by Steve Pikelny ,07a06d03-ebd2-4db1-bb86-b58e879f8d78,Money Vortex,Net Evil,0x115C9A6118bC7a3EB0aBD30f6BCF1C45Bb198AEd,
c0e20987-c5d2-4d74-a247-043d13aa65b8,Moody Slew by Lorna Mills,c0e20987-c5d2-4d74-a247-043d13aa65b8,Moody Slew,Net Evil,0x115C9A6118bC7a3EB0aBD30f6BCF1C45Bb198AEd,
ba7e377d-e19e-40ff-becc-eff1e2aac779,Napster 24 by Damjanski,ba7e377d-e19e-40ff-becc-eff1e2aac779,Napster 24,Net Evil,0x115C9A6118bC7a3EB0aBD30f6BCF1C45Bb198AEd,
30ba9f49-52df-46b7-8b7d-0ddb8f0b311c,Phat Phonk by Dadabots,30ba9f49-52df-46b7-8b7d-0ddb8f0b311c,Phat Phonk,Net Evil,0x115C9A6118bC7a3EB0aBD30f6BCF1C45Bb198AEd,
efda6a93-aa0c-4619-8176-39c95f2cbcde,Sweet Medicine by Lorna Mills,efda6a93-aa0c-4619-8176-39c95f2cbcde,Sweet Medicine,Net Evil,0x115C9A6118bC7a3EB0aBD30f6BCF1C45Bb198AEd,
a5a224a5-afbb-49b7-b399-e3c79ce1f2e9,Thunder Words by Lorna Mills,a5a224a5-afbb-49b7-b399-e3c79ce1f2e9,Thunder Words,Net Evil,0x115C9A6118bC7a3EB0aBD30f6BCF1C45Bb198AEd,
f5bd9abb-7a95-4c69-9fd5-88b816e51f2b,Unbridled Christie by Lorna Mills,f5bd9abb-7a95-4c69-9fd5-88b816e51f2b,Unbridled Christie,Net Evil,0x115C9A6118bC7a3EB0aBD30f6BCF1C45Bb198AEd,
2f5d8b08-af8c-4a19-b1ce-815c9fd9bd03,​​𝚅𝙰𝙽𝙸𝚃𝙸𝙴𝚂 by SHL0MS,2f5d8b08-af8c-4a19-b1ce-815c9fd9bd03,​​𝚅𝙰𝙽𝙸𝚃𝙸𝙴𝚂,Net Evil,0x115C9A6118bC7a3EB0aBD30f6BCF1C45Bb198AEd,
c328998f-27d4-496f-acea-7c971416110e,Every Icon: BlockPrint by John F. Simon Jr.,df0fce01-b539-4e05-8087-68f3b371c8a8,Every Icon: BlockPrint,On Screen Presence,0xaDB387798599f5777CD0531c2ECb36007C1D1a51,
c328998f-27d4-496f-acea-7c971416110e,Every Icon: BlockPrint by John F. Simon Jr.,c328998f-27d4-496f-acea-7c971416110e,Every Icon: BlockPrint,On Screen Presence,0xaDB387798599f5777CD0531c2ECb36007C1D1a51,
fd2cbf3b-152e-4ed1-b2ae-21f65b2e2d0f,Movie on 06-03-22 at 1.00 PM by Molly Soda,fd2cbf3b-152e-4ed1-b2ae-21f65b2e2d0f,Movie on 06-03-22 at 1.00 PM,On Screen Presence,0xaDB387798599f5777CD0531c2ECb36007C1D1a51,
fd2cbf3b-152e-4ed1-b2ae-21f65b2e2d0f,Movie on 06-03-22 at 1.00 PM by Molly Soda,90b82f85-dda3-417b-8af3-7e2d9a8756ba,Movie on 06-03-22 at 1.00 PM,On Screen Presence,0xaDB387798599f5777CD0531c2ECb36007C1D1a51,
7b77f5d5-fefc-4a77-a40c-e9e8e5f8f9cb,Rewilded Topography #1  by Wiena Lin,7b77f5d5-fefc-4a77-a40c-e9e8e5f8f9cb,Rewilded Topography #1 ,On Screen Presence,0xaDB387798599f5777CD0531c2ECb36007C1D1a51,
7b77f5d5-fefc-4a77-a40c-e9e8e5f8f9cb,Rewilded Topography #1  by Wiena Lin,d0a3c28f-7e45-4a53-bb8a-ea8677f1da91,Rewilded Topography #1 ,On Screen Presence,0xaDB387798599f5777CD0531c2ECb36007C1D1a51,
725023bf-1604-4f3b-8e57-100500682b29,Sketches in Iron by 0xDEAFBEEF,725023bf-1604-4f3b-8e57-100500682b29,Sketches in Iron,On Screen Presence,0xaDB387798599f5777CD0531c2ECb36007C1D1a51,
725023bf-1604-4f3b-8e57-100500682b29,Sketches in Iron by 0xDEAFBEEF,abf1fd61-b911-402b-9e2e-d7dcf96c4d82,Sketches in Iron,On Screen Presence,0xaDB387798599f5777CD0531c2ECb36007C1D1a51,
