token_id,edition_index,old_artifact,old_metadata_cid,file
58450016580621041141841211306253629727656585501248702727811619991962813148806,18,QmRGwoEnB4in,QmctUAycwWDk45CoWXAiKQRGzQSbogxqQVq9aey4nApj4E,files/58450016580621041141841211306253629727656585501248702727811619991962813148806.json
58450016580621041141841211306253629727656585501248702727811619991962813148807,19,QmRGwoEnB4in,QmVbA2Ye5BbKphkCuv8UifkJDU8eVC8nPLqtk8wBqykDy9,files/58450016580621041141841211306253629727656585501248702727811619991962813148807.json
58450016580621041141841211306253629727656585501248702727811619991962813148808,20,QmRGwoEnB4in,QmeFs3y4YokdKhcFF119UYRRTqVk3sMf2L1rb9rsdfnkx5,files/58450016580621041141841211306253629727656585501248702727811619991962813148808.json
58450016580621041141841211306253629727656585501248702727811619991962813148809,21,QmRGwoEnB4in,QmRxpi7ih8wDXPX2bLmrEiViFzkJ67pHiRtDa2LJv3Ppyu,files/58450016580621041141841211306253629727656585501248702727811619991962813148809.json
58450016580621041141841211306253629727656585501248702727811619991962813148810,22,QmRGwoEnB4in,QmTRkkneiJT1nzp75kssUB6nakdEcsUapBg67Cx69FNt5n,files/58450016580621041141841211306253629727656585501248702727811619991962813148810.json
58450016580621041141841211306253629727656585501248702727811619991962813148811,23,QmRGwoEnB4in,QmYWU6uusdmxwTbVDYenkdCTEwjkzUEKWRUDfqBKgQtK9u,files/58450016580621041141841211306253629727656585501248702727811619991962813148811.json
58450016580621041141841211306253629727656585501248702727811619991962813148812,24,QmRGwoEnB4in,Qmbm9xtdWfvaM813bmHsj7RVKj1N6wh6iWZnpL8pGJJjS1,files/58450016580621041141841211306253629727656585501248702727811619991962813148812.json
58450016580621041141841211306253629727656585501248702727811619991962813148813,25,QmRGwoEnB4in,QmWvdU9uCpMGBPQoVNzjwLqxUnUKvP5rR3KdRGoAx75zgF,files/58450016580621041141841211306253629727656585501248702727811619991962813148813.json
58450016580621041141841211306253629727656585501248702727811619991962813148814,26,QmRGwoEnB4in,QmXyd3AQKp3PyohSwyZdWmNQUa9N13ety1rUpiNx8jraGZ,files/58450016580621041141841211306253629727656585501248702727811619991962813148814.json
58450016580621041141841211306253629727656585501248702727811619991962813148815,27,QmRGwoEnB4in,QmR4eKHD8Ytaw5BUsPeNBisDedayotALH4WoPUwqbsjaMs,files/58450016580621041141841211306253629727656585501248702727811619991962813148815.json
58450016580621041141841211306253629727656585501248702727811619991962813148816,28,QmRGwoEnB4in,Qmas4XiJFbNbCPjBJN193KHvtEXWqVAUpzVwkeUZcoqpAJ,files/58450016580621041141841211306253629727656585501248702727811619991962813148816.json
