contract,token_id,group,status
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548586,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548587,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548589,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548590,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548591,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548592,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548593,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548594,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548595,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548596,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548600,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548601,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548602,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548603,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548604,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548606,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548607,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548608,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548609,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548610,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548612,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548613,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548614,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548615,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548616,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548617,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548620,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548621,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548623,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548624,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548626,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548627,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548630,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548631,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548633,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548634,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548635,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548636,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548638,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548639,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548640,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548641,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548642,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548643,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548644,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548646,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548647,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548648,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548651,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548652,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548653,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548654,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548655,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548656,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548658,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548660,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548661,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548662,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548663,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548664,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548666,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548668,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548670,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548671,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548672,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548673,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548674,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548675,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548677,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548679,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548680,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548681,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548683,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548684,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548685,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548687,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548688,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548690,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548691,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548692,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548693,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548695,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548696,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548697,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548698,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548699,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548701,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548703,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548705,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548707,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548708,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548709,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548710,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548711,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548712,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548714,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548715,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548716,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548717,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548718,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548719,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548721,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548722,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548723,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548724,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548725,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548727,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548728,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548730,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548732,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548733,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548734,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548735,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548736,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548738,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548740,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548741,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548742,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548744,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548746,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548747,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548748,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548750,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548751,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548752,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548753,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548754,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548755,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548757,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548758,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548759,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548761,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548762,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548764,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548765,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548766,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548767,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548768,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548771,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548772,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548773,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548774,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548775,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548777,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548778,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548782,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548783,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548784,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548786,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548788,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548789,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548790,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548791,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548795,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548798,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548800,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548801,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548802,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548803,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548807,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548808,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548811,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548812,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548814,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548815,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548816,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548817,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548818,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548820,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548822,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548823,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548824,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548826,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548827,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548829,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548831,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548832,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548833,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548835,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548836,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548837,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548838,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548840,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548841,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548843,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548844,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548845,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548846,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548848,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548849,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548851,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548852,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548854,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548855,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548856,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548857,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548858,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548861,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548864,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548867,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548868,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548871,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548872,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548873,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548874,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548875,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548876,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548877,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548878,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548880,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548881,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548882,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548883,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548884,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548886,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548887,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548889,fixed:goal2,Item
0x7a15b36cb834aea88553de69077d3777460d73ac,5280336779268220421569573059971679349075200194886069432279714075018412548891,fixed:goal2,Item
