contract,token_id,group,status
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934905,control:untouched,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934906,control:untouched,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934907,control:untouched,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934912,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934913,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934914,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934917,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934920,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934921,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934924,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934926,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934928,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934929,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934931,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934932,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934934,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934938,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934939,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934941,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934943,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934946,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934947,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934948,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934950,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,101203243301117787559401599223798510155457323902733064063026283969832858934954,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,111189432907883705479781860609730558140985427661919345637476715406273466581242,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,111189432907883705479781860609730558140985427661919345637476715406273466581245,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,111189432907883705479781860609730558140985427661919345637476715406273466581252,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,111189432907883705479781860609730558140985427661919345637476715406273466581254,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,111189432907883705479781860609730558140985427661919345637476715406273466581256,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,111189432907883705479781860609730558140985427661919345637476715406273466581257,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,111189432907883705479781860609730558140985427661919345637476715406273466581261,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,111189432907883705479781860609730558140985427661919345637476715406273466581262,fixed:goal2,Item
0x28b51ba8b990c48cb22cb6ef0ad5415fdba5210c,111189432907883705479781860609730558140985427661919345637476715406273466581263,fixed:goal2,Item
