exhibition_slug,series_id,series_title,artist,medium,bitmark_works_in_series,sample_artwork_id,media_url,probe_status,content_type
field-guide-sss,0698273e-13fc-43e9-910e-0f6d81827a01,Entity,,video,5,2252899e774a7ba4c41f9d03141008bca4be7ef306c8c0ddab1303492c237d8b,https://cdn.feralfileassets.com/previews/0698273e-13fc-43e9-910e-0f6d81827a01/1641571880/preview.mp4,200,video/mp4
field-guide-sss,412f980a-0fbc-4458-983a-85a1d81b6371,Hypothetically Micro,,image,10,0b0ed1b4c1b07118bf8349e28b16ef002a7b49c5bde3e4f68fb29c4602ec975a,https://cdn.feralfileassets.com/previews/412f980a-0fbc-4458-983a-85a1d81b6371/1641576053/preview.jpg,200,image/jpeg
field-guide-sss,8d97e575-0837-4092-bca1-10d58195e414,hedgerow still life,,image,8,43ac2e114f68d946a254d819fc65dcd56f5a82f1123054e2a3c0a5e1fc531e8e,https://cdn.feralfileassets.com/previews/8d97e575-0837-4092-bca1-10d58195e414/1641297333/preview.png,200,image/png
field-guide-sss,a7d428ec-48e2-492b-a6f1-36d7cadf3da7,The Future of Your Digital Space,,video,37,cc95bdd8e7c42296e1f4213c3b49e0b8c427f92a67645ca3b03ebd735822023a,https://cdn.feralfileassets.com/previews/a7d428ec-48e2-492b-a6f1-36d7cadf3da7/1641750802/preview.mp4,200,video/mp4
field-guide-sss,c35a9579-e93c-4c57-9b02-7a923d8fd66a,Malade Imaginaire,,image,11,293bcac38760dc68e19d6494f1f9c8f9ea036ee86d14453320c18364059587dd,https://cdn.feralfileassets.com/previews/c35a9579-e93c-4c57-9b02-7a923d8fd66a/1641965916/preview.jpg,200,image/jpeg
field-guide-sss,c6b9fe72-76f2-4c2e-93b5-5251a5b222f6,Environment,,video,5,090f2f43daa0268c856bd548b34f449995855880ea8e1a60ec2daf7ebb08f529,https://cdn.feralfileassets.com/previews/c6b9fe72-76f2-4c2e-93b5-5251a5b222f6/1641572535/preview.mp4,200,video/mp4
field-guide-sss,d137c01a-2c3b-427e-8de4-a7e5677aaeda,Hypothetically Macro,,image,12,2070c1f661dde20780bb28dd1e96c4a44dfc34176b35f0196980b29cbc41f71a,https://cdn.feralfileassets.com/previews/d137c01a-2c3b-427e-8de4-a7e5677aaeda/1641575908/preview.jpg,200,image/jpeg
field-guide-sss,de81b4e2-0ece-4969-bb0f-2adb62cb2d4e,neural swarm,,image,7,12dfda889a574479f322412e4c2556baf9d6866f22e125d17d194026532ac9c6,https://cdn.feralfileassets.com/previews/de81b4e2-0ece-4969-bb0f-2adb62cb2d4e/1641984679/preview.png,200,image/png
field-guide-sss,de90a7b8-c71c-4ffd-8f3f-365796469bc0,In Search of Your Digital Self,,video,27,a5b82a707e7c1e37593e05489d7f93d11627f587be0115f56929bffd4b69589b,https://cdn.feralfileassets.com/previews/de90a7b8-c71c-4ffd-8f3f-365796469bc0/1641505428/preview.mp4,200,video/mp4
field-guide-sss,e6041b92-79ff-4ebe-a9b1-b9e7b089046d,Blooming Valetudinarian,,image,7,5fafc98b97ea8d31827df130630415d177c19d6c377a8bc61cb5f09d162daa1b,https://cdn.feralfileassets.com/previews/e6041b92-79ff-4ebe-a9b1-b9e7b089046d/1641843555/preview.jpg,200,image/jpeg
for-your-eyes-only-qpg,094b8bd3-a89b-4127-937f-faef6c6eee96,One Million Manga Pages,,image,72,0f10d8451433a7f6a42d33047be65355e52370439b686b3b900042afb8511548,https://cdn.feralfileassets.com/previews/094b8bd3-a89b-4127-937f-faef6c6eee96/1638793004/preview.jpg,200,image/jpeg
for-your-eyes-only-qpg,19c097b4-c440-44e9-b6a8-eb97f3b4513a,sextape,,video,75,1f74eed938d6313e330b59010dccaabac558a43f8c97d0d2d36b29729e5ccaaa,https://cdn.feralfileassets.com/previews/19c097b4-c440-44e9-b6a8-eb97f3b4513a/1638403563/preview.mp4,200,video/mp4
for-your-eyes-only-qpg,25a3d5d3-43a6-495e-bf18-e0583fa11f72,Smart Cut,,video,25,b397f4a2c99e1bcf84077ba3db39e54dff2064054e532011f356bd8f5c112298,https://cdn.feralfileassets.com/previews/25a3d5d3-43a6-495e-bf18-e0583fa11f72/1638568442/preview.mp4,200,video/mp4
for-your-eyes-only-qpg,31a680b4-c00a-4eac-8729-cba633c91c54,Ganxillo,,software,27,373b066dabdc00bd7148a42044c26995de834bfc906f9862414bb4cc34cd0522,https://cdn.feralfileassets.com/previews/31a680b4-c00a-4eac-8729-cba633c91c54/1638740490/?edition_number=115&blockchain=bitmark,200,text/html; charset=utf-8
for-your-eyes-only-qpg,31eb3d1f-9bf5-4f87-b1ea-b9a4a98a348b,smoking-vase-1,,video,38,21b978ef410a0e75e5e9a8968a97d7c97bc5d34aa8354c56f2ef4f05386ad302,https://cdn.feralfileassets.com/previews/31eb3d1f-9bf5-4f87-b1ea-b9a4a98a348b/1638379103/preview.mp4,200,video/mp4
for-your-eyes-only-qpg,79cb077a-355b-4694-a787-f023abf070de,ᖴᗩᑕIᗩᒪᔕ I,,video,37,2a6568342958622ef8f3fc068ac7f288ae4ee0549ea2da773e93e32fb3415de5,https://cdn.feralfileassets.com/previews/79cb077a-355b-4694-a787-f023abf070de/1639451952/preview.mp4,200,video/mp4
