contract,version,series_hint,sample_token_id,token_uri,classification,expected,matches_expectation,depends_on_ff_server,cid,owner,note
0xbe0a4e26a156b2a60cf515e86b3df9756dee1952,V4_2,crystalline work,31946296525744824328753280828797417080692251952513183340713878305007073182272,ipfs://QmY67Gq1514Zj1yWtHxoHeoVj8FpFLM5ZNSNQejjirxKTo/31946296525744824328753280828797417080692251952513183340713878305007073182272,ipfs,ipfs,True,False,QmY67Gq1514Zj1yWtHxoHeoVj8FpFLM5ZNSNQejjirxKTo,0x1d05cf6c6beb0c869851bfdb9510d4e44e855ad6,
0xe46a41b840176b62983fc71162dc9faeac4d9bcb,V3,I KNOW,13813618189176598346629425236645922063897053897097139878520767662417600093106,https://ipfs.bitmark.com/ipfs/QmdeVNazuvLN3FgAEduWPq4waQG5KdSDCwZjBHpRywYdPg,ff_gateway,ff_gateway,True,True,QmdeVNazuvLN3FgAEduWPq4waQG5KdSDCwZjBHpRywYdPg,,
0x2a86c5466f088caebf94e071a77669bae371cd87,V3,Peer to Peer,102483456495595525347856182687662158730242810709523643804999349043957638016883,https://ipfs.bitmark.com/ipfs/QmVsFeawCAPfzyzQg84mG623iTikiZ3TkmgGnt22P6rSRZ,ff_gateway,ff_gateway,True,True,QmVsFeawCAPfzyzQg84mG623iTikiZ3TkmgGnt22P6rSRZ,,
0xc4f0ee96676d3de800b9725eb628de1c5a0cbea1,V3,Chain Reaction,21448038574106388099498729698156229932988054978307315072895959449711736813719,https://ipfs.bitmark.com/ipfs/QmXVMbuPRExv5okdy5uRbauUQvxQYFpJumHYsywi3ctxbP,ff_gateway,ff_gateway,True,True,QmXVMbuPRExv5okdy5uRbauUQvxQYFpJumHYsywi3ctxbP,,
0x6003994adeca13407e8dbee808280cc3ef2ab820,V3,BOOM TOWN,100892839160060167571202380200459532184539179465012354262131066914373071764417,https://ipfs.bitmark.com/ipfs/QmcdUobSioeJPcyxeCM7QXRNMkErsanDpMrF8ywQtkXjF8,ff_gateway,ff_gateway,True,True,QmcdUobSioeJPcyxeCM7QXRNMkErsanDpMrF8ywQtkXjF8,,
0x6e82e4b398ca4137007ba69ddd6ff699334d13b5,V3,Gray Matter,101018397861100865329114328924892815187623142272647927988588693624037353186253,https://ipfs.bitmark.com/ipfs/QmRTRFG7V6WWYkM8fpNeCsTtJpSXuSaXNWHDmz47K1k3Dm,ff_gateway,ff_gateway,True,True,QmRTRFG7V6WWYkM8fpNeCsTtJpSXuSaXNWHDmz47K1k3Dm,,
0xbb12686c360e9057be3cd031140035a705e19cec,V4,Truth,2439046679443273982118864381573244666655869184,ipfs://QmQjzvrvZjzNGiqQhTGsiHeTpb9FmEcjCVWxVySf5FANC1/2439046679443273982118864381573244666655869184,ipfs,ipfs,True,False,QmQjzvrvZjzNGiqQhTGsiHeTpb9FmEcjCVWxVySf5FANC1,0x1d05cf6c6beb0c869851bfdb9510d4e44e855ad6,
0x8f30722dd16bd63cf2665c383c1aef5e307b0046,V3,Material Wonderland,2492964552115222111455723893464644415786209733158740338236313478633292903956,https://ipfs.bitmark.com/ipfs/QmWCYmJXwWEm4NpUh6A6EBkGkoowVAzQQFmycknNAJa7nu,ff_gateway,ff_gateway,True,True,QmWCYmJXwWEm4NpUh6A6EBkGkoowVAzQQFmycknNAJa7nu,,
