contract,token_id,exhibition,n_cdn_rows,resources,urls
0x2a86c5466f088caebf94e071a77669bae371cd87,15042014439770355205730296321097090521853295916950766059900103364979980239542,48a442ae-3003-483e-b107-e9d37ae694bc,2,animation_url;image,https://cdn.feralfileassets.com/previews/9e8992c9-91f0-48c7-a7c7-6ca7bcff9d6a/1668537579/?edition_number=13&blockchain=ethereum&contract=0x2A86C5466f088caEbf94e071a77669BAe371CD87&token_id=15042014439770355205730296321097090521853295916950766059900103364979980239542&token_id_hash=0x6bc5ba201427667e6b95795d5448bcf76ced334fe362d11caef5857cd08a724b;https://cdn.feralfileassets.com/previews/9e8992c9-91f0-48c7-a7c7-6ca7bcff9d6a/1668537579/_unique-thumbnails/13-large.jpg
0x2a86c5466f088caebf94e071a77669bae371cd87,15042014439770355205730296321097090521853295916950766059900103364979980239543,48a442ae-3003-483e-b107-e9d37ae694bc,2,animation_url;image,https://cdn.feralfileassets.com/previews/9e8992c9-91f0-48c7-a7c7-6ca7bcff9d6a/1668537579/?edition_number=14&blockchain=ethereum&contract=0x2A86C5466f088caEbf94e071a77669BAe371CD87&token_id=15042014439770355205730296321097090521853295916950766059900103364979980239543&token_id_hash=0xd4accf09b55f57a8c8e0f9f62ccdaa679c015732fdbc74509e67e4ccb715610e;https://cdn.feralfileassets.com/previews/9e8992c9-91f0-48c7-a7c7-6ca7bcff9d6a/1668537579/_unique-thumbnails/14-large.jpg
0x2a86c5466f088caebf94e071a77669bae371cd87,15042014439770355205730296321097090521853295916950766059900103364979980239544,48a442ae-3003-483e-b107-e9d37ae694bc,2,animation_url;image,https://cdn.feralfileassets.com/previews/9e8992c9-91f0-48c7-a7c7-6ca7bcff9d6a/1668537579/?edition_number=15&blockchain=ethereum&contract=0x2A86C5466f088caEbf94e071a77669BAe371CD87&token_id=15042014439770355205730296321097090521853295916950766059900103364979980239544&token_id_hash=0x4c96a1ef56fe95d75d15c0199dfed6db8d87feb8b20e3f0aee2181b64c2adeb1;https://cdn.feralfileassets.com/previews/9e8992c9-91f0-48c7-a7c7-6ca7bcff9d6a/1668537579/_unique-thumbnails/15-large.jpg
0x2a86c5466f088caebf94e071a77669bae371cd87,15042014439770355205730296321097090521853295916950766059900103364979980239545,48a442ae-3003-483e-b107-e9d37ae694bc,2,animation_url;image,https://cdn.feralfileassets.com/previews/9e8992c9-91f0-48c7-a7c7-6ca7bcff9d6a/1668537579/?edition_number=16&blockchain=ethereum&contract=0x2A86C5466f088caEbf94e071a77669BAe371CD87&token_id=15042014439770355205730296321097090521853295916950766059900103364979980239545&token_id_hash=0xf08c3da5ee06128c2384e13e32dda64e08567d847663ebad3ee544764d8c4a9a;https://cdn.feralfileassets.com/previews/9e8992c9-91f0-48c7-a7c7-6ca7bcff9d6a/1668537579/_unique-thumbnails/16-large.jpg
0x2a86c5466f088caebf94e071a77669bae371cd87,15042014439770355205730296321097090521853295916950766059900103364979980239546,48a442ae-3003-483e-b107-e9d37ae694bc,2,animation_url;image,https://cdn.feralfileassets.com/previews/9e8992c9-91f0-48c7-a7c7-6ca7bcff9d6a/1668537579/?edition_number=17&blockchain=ethereum&contract=0x2A86C5466f088caEbf94e071a77669BAe371CD87&token_id=15042014439770355205730296321097090521853295916950766059900103364979980239546&token_id_hash=0x3279246869c63ff1e07472f0f613aaff516b8cd17ac39983059804700dd9b008;https://cdn.feralfileassets.com/previews/9e8992c9-91f0-48c7-a7c7-6ca7bcff9d6a/1668537579/_unique-thumbnails/17-large.jpg
0x2a86c5466f088caebf94e071a77669bae371cd87,15042014439770355205730296321097090521853295916950766059900103364979980239547,48a442ae-3003-483e-b107-e9d37ae694bc,2,animation_url;image,https://cdn.feralfileassets.com/previews/9e8992c9-91f0-48c7-a7c7-6ca7bcff9d6a/1668537579/?edition_number=18&blockchain=ethereum&contract=0x2A86C5466f088caEbf94e071a77669BAe371CD87&token_id=15042014439770355205730296321097090521853295916950766059900103364979980239547&token_id_hash=0xd5be29713565fc5c3f775ab1ef0b274931f79b26c5b8076b1e07ca32e7d0296b;https://cdn.feralfileassets.com/previews/9e8992c9-91f0-48c7-a7c7-6ca7bcff9d6a/1668537579/_unique-thumbnails/18-large.jpg
0x2a86c5466f088caebf94e071a77669bae371cd87,15042014439770355205730296321097090521853295916950766059900103364979980239548,48a442ae-3003-483e-b107-e9d37ae694bc,2,animation_url;image,https://cdn.feralfileassets.com/previews/9e8992c9-91f0-48c7-a7c7-6ca7bcff9d6a/1668537579/?edition_number=19&blockchain=ethereum&contract=0x2A86C5466f088caEbf94e071a77669BAe371CD87&token_id=15042014439770355205730296321097090521853295916950766059900103364979980239548&token_id_hash=0x99dc7f6fcc14a93ee9d6d262411439a4f86a7526dc3822dfba354b2beb51801b;https://cdn.feralfileassets.com/previews/9e8992c9-91f0-48c7-a7c7-6ca7bcff9d6a/1668537579/_unique-thumbnails/19-large.jpg
0x2a86c5466f088caebf94e071a77669bae371cd87,15042014439770355205730296321097090521853295916950766059900103364979980239549,48a442ae-3003-483e-b107-e9d37ae694bc,2,animation_url;image,https://cdn.feralfileassets.com/previews/9e8992c9-91f0-48c7-a7c7-6ca7bcff9d6a/1668537579/?edition_number=20&blockchain=ethereum&contract=0x2A86C5466f088caEbf94e071a77669BAe371CD87&token_id=15042014439770355205730296321097090521853295916950766059900103364979980239549&token_id_hash=0xd9f734abd214e35c213aeb67091ac42ec56832298e386d00152ce47285e2341e;https://cdn.feralfileassets.com/previews/9e8992c9-91f0-48c7-a7c7-6ca7bcff9d6a/1668537579/_unique-thumbnails/20-large.jpg
0x2a86c5466f088caebf94e071a77669bae371cd87,15042014439770355205730296321097090521853295916950766059900103364979980239550,48a442ae-3003-483e-b107-e9d37ae694bc,2,animation_url;image,https://cdn.feralfileassets.com/previews/9e8992c9-91f0-48c7-a7c7-6ca7bcff9d6a/1668537579/?edition_number=21&blockchain=ethereum&contract=0x2A86C5466f088caEbf94e071a77669BAe371CD87&token_id=15042014439770355205730296321097090521853295916950766059900103364979980239550&token_id_hash=0x7179fb821ae8d9f4a245cc8fef2876c975d7b301e11998933241b8d962779191;https://cdn.feralfileassets.com/previews/9e8992c9-91f0-48c7-a7c7-6ca7bcff9d6a/1668537579/_unique-thumbnails/21-large.jpg
0x2a86c5466f088caebf94e071a77669bae371cd87,15042014439770355205730296321097090521853295916950766059900103364979980239551,48a442ae-3003-483e-b107-e9d37ae694bc,2,animation_url;image,https://cdn.feralfileassets.com/previews/9e8992c9-91f0-48c7-a7c7-6ca7bcff9d6a/1668537579/?edition_number=22&blockchain=ethereum&contract=0x2A86C5466f088caEbf94e071a77669BAe371CD87&token_id=15042014439770355205730296321097090521853295916950766059900103364979980239551&token_id_hash=0x7e3a0b77d5fdab006964c37ee8615179a5cd3673987e1ec2fdf65b105872a873;https://cdn.feralfileassets.com/previews/9e8992c9-91f0-48c7-a7c7-6ca7bcff9d6a/1668537579/_unique-thumbnails/22-large.jpg
