dir_or_file,s3_prefix,cid,n_files,bytes,gw_ff,gw_public,verified
https://cdn.feralfileassets.com/previews/47f31603-9721-403b-94b5-d24ab9fb8256/1672939106/,previews/47f31603-9721-403b-94b5-d24ab9fb8256/1672939106/,QmVZ7f52YC46sCEydkZVgN28pEfdUrBFpQ3unrmFiQkxfa,1,314420663,ok,public_pending,yes
https://cdn.feralfileassets.com/thumbnails/b45f236a-f29f-4e0a-94b4-e894cb7566e7/1675926380,thumbnails/b45f236a-f29f-4e0a-94b4-e894cb7566e7/1675926380,QmTChqW6VvMQt2Hj3DeJVbAxdpLFbGZCiqbBE6VzhvgLDn,1,489448,ok,public_pending,yes
https://cdn.feralfileassets.com/thumbnails/af10361f-ee39-4e5b-88d0-6c43e8d9bab5/1675929051,thumbnails/af10361f-ee39-4e5b-88d0-6c43e8d9bab5/1675929051,QmYjKHSKDhVy5A7Zxb2Z9dQ2zM4ivrmaW6B8T8yAs6VQV6,1,355162,ok,public_pending,yes
https://cdn.feralfileassets.com/thumbnails/07f145a0-1131-4366-a422-a6e18999d054/1675930104,thumbnails/07f145a0-1131-4366-a422-a6e18999d054/1675930104,QmS6GaHZwcDLvzrtbAU6BKWguEqKVRMQxMmodEiYV1DjgT,1,385898,ok,public_pending,yes
https://cdn.feralfileassets.com/thumbnails/c570b9bd-d434-4e95-8295-801cc9458b03/1675925652,thumbnails/c570b9bd-d434-4e95-8295-801cc9458b03/1675925652,QmPaSqd48KS45bZmT3VYMELzHg71yF5pohBCj44uCbZZ6x,1,300162,ok,public_pending,yes
https://cdn.feralfileassets.com/thumbnails/ce6dc4ca-13d5-4cda-ba15-9d3201873384/1675927158,thumbnails/ce6dc4ca-13d5-4cda-ba15-9d3201873384/1675927158,QmNevNjeV1kYv5zYuu4EKEH2k9mDiD7hNAhL4SyPmxG9i1,1,332873,ok,public_pending,yes
https://cdn.feralfileassets.com/thumbnails/866f3fab-e74a-46fe-ba92-651b95e356e9/1675928531,thumbnails/866f3fab-e74a-46fe-ba92-651b95e356e9/1675928531,Qmekb3YKoBq7k2kBdsrtnCVvEpMtLrKEejX5hcAxVTUr31,1,438305,ok,public_pending,yes
https://cdn.feralfileassets.com/previews/866f3fab-e74a-46fe-ba92-651b95e356e9/1675928540/,previews/866f3fab-e74a-46fe-ba92-651b95e356e9/1675928540/,QmQkiYKNrKWnCnxvb7rGYfECa3jKgfpyTgPdS4T3XW3EJP,1,489971677,ok,public_pending,yes
https://cdn.feralfileassets.com/thumbnails/c281ce58-3507-4f6f-bb15-540a88ee553f/1675927583,thumbnails/c281ce58-3507-4f6f-bb15-540a88ee553f/1675927583,Qma8i17kjchMhEbKBg2x6HYTBpe5ydfKBMaYBeFzKabkkT,1,358696,ok,public_pending,yes
https://cdn.feralfileassets.com/previews/c281ce58-3507-4f6f-bb15-540a88ee553f/1675927590/,previews/c281ce58-3507-4f6f-bb15-540a88ee553f/1675927590/,QmPcPkPajBk1aZVJ8Z1myJUNSRotXmd6b9ajBFeVR4pTNo,1,489181453,ok,public_pending,yes
https://cdn.feralfileassets.com/thumbnails/412568f3-8e46-4058-baa8-b2d907578f0c/1675929742,thumbnails/412568f3-8e46-4058-baa8-b2d907578f0c/1675929742,Qmd2dQqAEW2kujFwpHVmcVvNJQQa43EA3New7gw8KDq3mB,1,270242,ok,public_pending,yes
https://cdn.feralfileassets.com/previews/412568f3-8e46-4058-baa8-b2d907578f0c/1675929748/,previews/412568f3-8e46-4058-baa8-b2d907578f0c/1675929748/,QmQG5CKUxow2yPVrn38XtUHRycoXmDu7GrFgRx7Qr6r9Gi,1,493273513,ok,public_pending,yes
